"X2011.2.Year","X2011.2.Month","X2011.2.Day","X2011.2.Lat","X2011.2.Lon","X2011.2.Depth","X2011.2.Bottom_temp","X2011.2.Bottom_sal","X2011.2.Bottom_DO","X2011.2.Surface_temp","X2011.2.Surface_sal","X2011.2.Surface_DO","X2011.2.pH","X2011.2.Data_source"
2011,2,1,29.327633,-83.155316,0.2,16.3,6.7,"9.4",NA,NA,NA,7.9,"FWC"
2011,2,1,29.327733,-83.1549,0.2,17.5,6.5,"10.8",NA,NA,NA,8.1,"FWC"
2011,2,1,29.314216,-83.175833,0.2,16.1,15.6,"10.7",NA,NA,NA,8.1,"FWC"
2011,2,1,29.359216,-83.288666,2.2,14.5,29.3,"10",14.6,29,10.6,8.2,"FWC"
2011,2,1,29.364866,-83.201766,0.7,16.3,22.4,"11.1",16.4,22.4,11.3,8.3,"FWC"
2011,2,1,29.349033,-83.174183,0.2,16.9,20.3,"14.1",NA,NA,NA,8.2,"FWC"
2011,2,1,29.32805,-83.176566,1.3,16,25.8,"11.4",16.3,24.9,11.4,8.3,"FWC"
2011,2,1,29.31915,-83.166,0.8,16.4,24.3,"10.3",17.4,16,10.8,8.3,"FWC"
2011,2,1,29.304283,-83.171966,0.2,17.6,13.4,"10.5",NA,NA,NA,8.4,"FWC"
2011,2,2,29.271166,-83.105683,0.3,17.7,4.3,"9.4",17.7,4.2,9.5,8,"FWC"
2011,2,2,29.27495,-83.094433,0.3,18.5,8.8,"8.9",18.5,8.8,9,8,"FWC"
2011,2,2,29.297033,-83.078633,1.3,18,7.5,"7.7",17.9,7.4,8.4,7.8,"FWC"
2011,2,2,29.2737,-83.079833,1.3,18.1,13.4,"8.1",18.2,12.8,8.4,8,"FWC"
2011,2,2,29.278066,-83.125466,0.5,17.9,10.9,"9.5",17.9,10.8,9.7,8.1,"FWC"
2011,2,2,29.2778,-83.123933,1.9,17.9,14.3,"10",17.8,13.8,10.4,8.3,"FWC"
2011,2,2,29.28835,-83.144566,0.8,18.2,11.9,"11.2",18.7,10.6,11.3,8.3,"FWC"
2011,2,2,29.291233,-83.13525,0.5,18.1,9.6,"10.1",18.1,9.4,10.6,8.2,"FWC"
2011,2,2,29.293066,-83.153116,0.6,18.8,7.7,"10.9",18.8,7.7,11.2,8.2,"FWC"
2011,2,3,29.30935,-83.164083,0.2,18,3.6,"8.7",NA,NA,NA,7.9,"FWC"
2011,2,3,29.30955,-83.150233,1.6,17.4,2.3,"8.2",17.9,1.5,8.6,7.9,"FWC"
2011,2,3,29.321183,-83.143333,5,17.6,0.5,"8.4",17.7,0.3,8.7,7.9,"FWC"
2011,2,3,29.3058,-83.1159,5.8,17.6,0.4,"8.4",17.8,0.4,8.6,7.9,"FWC"
2011,2,3,29.29,-83.112733,4.6,17.6,3.3,"8.8",17.8,1.6,8.9,8,"FWC"
2011,2,3,29.28425,-83.11225,1,17.8,4,"9.4",17.9,3.1,9.3,8,"FWC"
2011,2,3,29.320716,-83.12305,0.6,18.1,0.2,"8.8",18.1,0.2,8.9,8,"FWC"
2011,2,3,29.321483,-83.108116,0.9,18.2,0.3,"8.5",18.3,0.3,8.6,7.8,"FWC"
2011,2,3,29.326033,-83.109116,3.8,17.8,0.2,"8.4",17.9,0.2,8.6,7.9,"FWC"
2011,2,4,29.28265,-83.187883,0.7,12.6,23.4,"7.7",11.2,17.8,8.9,8.2,"FWC"
2011,2,4,29.26425,-83.185633,0.3,11.3,19.8,"10.6",11.3,19.8,10.6,8.3,"FWC"
2011,2,4,29.2316,-83.150516,0.8,11.9,19.3,"10.2",11.7,13.8,11.6,8.2,"FWC"
2011,2,4,29.231216,-83.145483,0.6,11.8,14,"10.2",11.8,14,11.1,8.2,"FWC"
2011,2,4,29.218566,-83.149,1.9,12.6,26.9,"9.1",12,16.9,10.4,8.2,"FWC"
2011,2,4,29.205683,-83.1856,3.4,12.5,27.8,"8.5",12.7,27.1,9.9,8.3,"FWC"
2011,2,4,29.189516,-83.09815,1.6,12.8,24.1,"10.1",12.5,19.6,11.3,8.2,"FWC"
2011,2,4,29.255766,-83.141166,1.6,12.5,21.6,"9.7",12.9,13.3,10.8,8.2,"FWC"
2011,2,4,29.271816,-83.14285,0.7,12.8,18.5,"10.3",13.9,12.8,10.7,8.2,"FWC"
2011,2,5,29.231866,-83.059433,1.4,12,12.4,"8.8",12,12.4,9.1,8.3,"FWC"
2011,2,5,29.237483,-83.064683,0.2,12.7,12,"9.6",NA,NA,NA,8.2,"FWC"
2011,2,5,29.200533,-83.0654,0.2,12.5,13.2,"10.5",NA,NA,NA,8.5,"FWC"
2011,2,5,29.19355,-83.0711,0.5,13.2,14.2,"10.8",13.5,13.3,11.3,8.5,"FWC"
2011,2,5,29.1877,-83.06555,0.6,13.4,13.5,"10.6",13.4,13.4,10.8,8.6,"FWC"
2011,2,5,29.186016,-83.050833,0.2,14.3,15.4,"9.9",NA,NA,NA,8.5,"FWC"
2011,2,5,29.176433,-83.064666,1.3,13.6,16.1,"10.8",13.9,14.5,11.3,8.6,"FWC"
2011,2,5,29.156183,-83.067683,0.5,15.6,17.5,"10.5",15.5,17.4,10.5,8.6,"FWC"
2011,2,5,29.1471,-83.056783,0.7,14.5,19.1,"9.8",14.5,18.1,10,8.5,"FWC"
2011,2,6,29.111566,-83.057883,0.6,13.5,26.5,"8.2",13.5,26.5,8.5,8.3,"FWC"
2011,2,6,29.116666,-83.044966,0.7,13.5,25.1,"7.9",13.5,25.1,8.2,8.3,"FWC"
2011,2,6,29.12755,-83.05005,1.9,14.2,24.1,"7.9",14.2,23.4,9,8.3,"FWC"
2011,2,6,29.127866,-83.069933,1.3,13.6,25.3,"8.2",14.9,23.3,9.1,8.3,"FWC"
2011,2,6,29.124266,-83.09015,0.7,15,25.5,"8.4",15,25.4,9.2,8.3,"FWC"
2011,2,6,29.096416,-83.06215,0.4,16.5,27.9,"8.5",16.5,28,9.3,8.2,"FWC"
2011,2,6,29.13825,-83.041466,0.7,15.8,24.1,"7.9",15.8,24.1,8.3,8.3,"FWC"
2011,2,7,29.098966,-83.150416,5.8,13,32.9,"4.2",13.5,31.2,6.7,8.1,"FWC"
2011,2,7,29.076233,-83.098933,2.6,13.5,31.6,"4.7",13.5,31.6,5.2,8.2,"FWC"
2011,2,7,29.088016,-83.082483,1.9,13.8,30.1,"5.7",13.8,30.1,6.1,8.2,"FWC"
2011,2,7,29.078433,-83.062916,3,14,30,"5.3",14,29.9,5.7,8.2,"FWC"
2011,2,7,29.066166,-83.011183,0.4,14.8,29.7,"5.9",14.8,29.7,6,8.2,"FWC"
2011,2,7,29.095416,-83.0277,0.6,15.1,29,"6.1",15.1,29,6.2,8.2,"FWC"
2011,2,7,29.10355,-83.037116,2.9,14.2,29.2,"5.7",14.8,28.2,5.9,8.2,"FWC"
2011,2,7,29.1183,-83.0247,0.8,15.3,26.2,"7.6",15.2,26.2,7.8,8.3,"FWC"
2011,2,8,29.15665,-82.998266,0.5,18.1,24.6,"5",18.1,24.5,6.2,8.2,"FWC"
2011,2,8,29.1423,-83.019233,0.4,17.3,25.4,"6.7",17.3,25.4,6.8,8.2,"FWC"
2011,2,8,29.152483,-83.035383,0.3,19.4,23.1,"5.3",19.4,23.1,5.4,8.2,"FWC"
2011,2,8,29.168866,-83.0335,1,19,23.5,"6",19.7,22.9,6.5,8.2,"FWC"
2011,2,8,29.16565,-83.019483,0.5,19.3,23.2,"5.7",20.4,22.9,6.2,8.2,"FWC"
2011,2,8,29.167966,-83.014833,0.2,21.2,23.3,"6.9",NA,NA,NA,8.2,"FWC"
2011,2,16,29.25666667,-83.1,0.2,NA,NA,NA,14.4,16.3,NA,7.9,"FDACS"
2011,2,16,29.2995,-83.18833333,0.3,14.9,30.7,NA,15,27.7,NA,7.9,"FDACS"
2011,2,16,29.36566667,-83.2,0.3,14.8,22.7,NA,14.9,22.5,NA,7.9,"FDACS"
