"X1997.5.Year","X1997.5.Month","X1997.5.Day","X1997.5.Lat","X1997.5.Lon","X1997.5.Depth","X1997.5.Bottom_temp","X1997.5.Bottom_sal","X1997.5.Bottom_DO","X1997.5.Surface_temp","X1997.5.Surface_sal","X1997.5.Surface_DO","X1997.5.pH","X1997.5.Data_source"
1997,5,5,29.111333,-83.029833,0.3,21.2,26.3,"6.4",NA,NA,NA,8.7,"FWC"
1997,5,5,29.089167,-83.015167,0.3,21,29.6,"7.3",NA,NA,NA,8.7,"FWC"
1997,5,5,29.075,-83.035167,0.5,22.2,29.9,"6.7",NA,NA,NA,8.7,"FWC"
1997,5,5,29.06,-83.075333,5,33.3,32.2,"6",22.9,31,6.5,8.7,"FWC"
1997,5,5,29.049833,-83.096667,6,23.3,31.8,"6.1",22.9,27.7,6.9,8.7,"FWC"
1997,5,5,29.018167,-83.106167,6.9,23.6,33.5,"5.8",23.2,28.5,6.8,8.7,"FWC"
1997,5,5,29.025333,-83.057833,6,23.3,33.3,"6.2",23.6,31.9,6.6,8.8,"FWC"
1997,5,5,29.046,-83.0475,5.2,23.4,32.5,"6.4",23.8,28.4,7.2,8.8,"FWC"
1997,5,5,29.054,-82.9635,4,23.9,32.8,"6.4",24.7,32.3,6.5,8.8,"FWC"
1997,5,5,29.095667,-83.0135,2.5,23.3,29.8,"7",23.4,29.7,7.1,8.9,"FWC"
1997,5,5,29.087833,-83.047833,4.5,24.1,30.2,"8",23.8,29.5,8.3,8.9,"FWC"
1997,5,5,29.103333,-83.050667,3.2,23.8,28,"7.5",24.1,26.9,8.3,8.9,"FWC"
1997,5,6,29.1465,-83.0125,0.3,21.6,25.6,"5.8",NA,NA,NA,8.7,"FWC"
1997,5,6,29.1385,-83.0165,0.3,22,25.1,"6.6",NA,NA,NA,8.9,"FWC"
1997,5,6,29.180167,-83.067,0.4,22,15.3,"8",NA,NA,NA,9.1,"FWC"
1997,5,6,29.1985,-83.0705,0.3,22.1,12.4,"7.9",NA,NA,NA,9,"FWC"
1997,5,6,29.223333,-83.072167,0.6,23.8,18.5,"7.5",NA,NA,NA,8.9,"FWC"
1997,5,6,29.237333,-83.065,0.6,23.8,7.2,"7.7",NA,NA,NA,8.8,"FWC"
1997,5,6,29.169,-83.03,0.3,23.8,17.6,"7.8",NA,NA,NA,9,"FWC"
1997,5,6,29.1715,-83.031667,0.6,23.8,17.6,"7.8",NA,NA,NA,9,"FWC"
