"X1997.12.Year","X1997.12.Month","X1997.12.Day","X1997.12.Lat","X1997.12.Lon","X1997.12.Depth","X1997.12.Bottom_temp","X1997.12.Bottom_sal","X1997.12.Bottom_DO","X1997.12.Surface_temp","X1997.12.Surface_sal","X1997.12.Surface_DO","X1997.12.pH","X1997.12.Data_source"
1997,12,1,29.095333,-83.016667,0.3,17,28.3,"7.6",NA,NA,NA,7.9,"FWC"
1997,12,1,29.0725,-83.029667,0.2,17,28.5,"7.6",NA,NA,NA,8.1,"FWC"
1997,12,1,29.076,-83.034167,0.4,16.8,29,"7.4",NA,NA,NA,8.1,"FWC"
1997,12,1,29.091167,-83.084333,0.3,16.6,31.9,"7.9",NA,NA,NA,8.1,"FWC"
1997,12,1,29.092667,-83.0825,0.2,16.3,32.5,"8.3",NA,NA,NA,8.2,"FWC"
1997,12,1,29.119167,-83.084667,5,17.4,27.1,"7.5",17.4,26.8,7.8,8.2,"FWC"
1997,12,1,29.127167,-83.051,0.3,17.5,28.4,"8.6",NA,NA,NA,8.2,"FWC"
1997,12,1,29.105833,-83.055667,4,16.8,31.7,"7.4",17.3,30.4,7.8,8.2,"FWC"
1997,12,1,29.096167,-83.068667,0.3,18.6,31.3,"8.8",NA,NA,NA,8.3,"FWC"
1997,12,1,29.140333,-82.988333,2.2,17.8,26.9,"8",17.8,26.9,8.2,8.2,"FWC"
1997,12,2,29.3275,-83.2285,0.6,16.6,25.3,"7.6",NA,NA,NA,8.1,"FWC"
1997,12,2,29.355333,-83.309833,2.4,16.9,29.2,"7.5",17,29.2,7.8,8.3,"FWC"
1997,12,2,29.366167,-83.285333,2.4,17.2,28,"8.3",17.3,28,7.2,8.4,"FWC"
1997,12,2,29.325833,-83.229167,2.3,16.6,28.2,"7.3",17.6,21.7,8.1,8.2,"FWC"
1997,12,2,29.269167,-83.2225,3.6,17.1,31.6,"7.8",19.9,13.6,8.3,8.4,"FWC"
1997,12,2,29.264167,-83.239167,4.2,17.1,32.3,"7.9",17.4,24.3,8,8.3,"FWC"
1997,12,2,29.2325,-83.2075,3.9,17.1,32.6,"8.2",19.2,27.2,8,8.4,"FWC"
1997,12,2,29.263667,-83.2085,3.3,17.1,30.7,"7.8",17.1,23.9,8.1,8.4,"FWC"
1997,12,2,29.254,-83.182,1.8,17.3,29.2,"7.9",19.8,19.7,8.8,8.4,"FWC"
1997,12,2,29.27,-83.1865,1.8,17.9,28.1,"8.4",18.4,22.3,8,8.4,"FWC"
1997,12,3,29.197167,-83.126833,0.2,17.6,19.8,"7.3",NA,NA,NA,8.1,"FWC"
1997,12,3,29.172667,-83.117,0.5,17.6,24.8,"8",NA,NA,NA,8.2,"FWC"
1997,12,3,29.170167,-83.109833,0.4,17.6,25.2,"7.6",NA,NA,NA,8.3,"FWC"
1997,12,3,29.212167,-83.1455,2.1,17.5,30.1,"7.1",17.9,19.8,7.4,8.3,"FWC"
1997,12,3,29.120667,-83.110667,2.7,17.6,32.1,"7.3",18.1,29.5,7.6,8.4,"FWC"
1997,12,3,29.1085,-83.113333,3,17.5,32.6,"7.4",18.1,31.2,7.7,8.5,"FWC"
1997,12,3,29.048333,-83.0855,6.4,17.6,32.4,"7.5",17.9,32.4,7.5,8.5,"FWC"
1997,12,3,29.027167,-83.082167,5.5,17.7,32.8,"7.5",17.9,32.8,7.6,8.5,"FWC"
1997,12,3,29.099167,-82.986167,2.4,18.3,28.7,"8.1",18.6,28.5,8.1,8.5,"FWC"
1997,12,8,29.095667,-83.0355,0.4,11.9,25.9,"8.3",NA,NA,NA,8.3,"FWC"
1997,12,8,29.0965,-83.027333,0.5,12.3,24.6,"8.5",NA,NA,NA,8.4,"FWC"
1997,12,8,29.1545,-82.9945,0.4,11.3,22.5,"8.8",NA,NA,NA,8.4,"FWC"
1997,12,8,29.138,-83.041167,0.4,11.8,18.5,"8.7",NA,NA,NA,8.4,"FWC"
1997,12,8,29.128333,-83.049833,0.6,12.2,19.5,"9",NA,NA,NA,8.4,"FWC"
1997,12,9,29.213667,-83.0865,0.7,13.4,21.6,"8.4",NA,NA,NA,8.4,"FWC"
1997,12,9,29.1865,-83.072833,0.5,13.7,23.6,"8.1",NA,NA,NA,8.4,"FWC"
1997,12,9,29.264333,-83.084,0.3,14.7,6.1,"8.2",NA,NA,NA,8.3,"FWC"
1997,12,9,29.241333,-83.077667,0.6,15.3,14.3,"8.3",NA,NA,NA,8.4,"FWC"
1997,12,9,29.232333,-83.064667,0.9,16,10,"8.6",NA,NA,NA,8.4,"FWC"
1997,12,15,29.319333,-83.1665,0.2,12.7,0.1,"8.4",NA,NA,NA,8.3,"FWC"
