"X2009.3.Year","X2009.3.Month","X2009.3.Day","X2009.3.Lat","X2009.3.Lon","X2009.3.Depth","X2009.3.Bottom_temp","X2009.3.Bottom_sal","X2009.3.Bottom_DO","X2009.3.Surface_temp","X2009.3.Surface_sal","X2009.3.Surface_DO","X2009.3.pH","X2009.3.Data_source"
2009,3,1,29.318683,-83.163967,0.4,11.7,3.3,"9",11.8,3.3,8.9,8,"FWC"
2009,3,1,29.342333,-83.170817,0.4,10.3,17.8,"8.7",10.3,17.6,8.7,8,"FWC"
2009,3,1,29.338767,-83.15985,0.2,10.5,12.5,"9.1",NA,NA,NA,8,"FWC"
2009,3,1,29.355667,-83.162783,0.3,11.3,17,"8.5",11.5,17,8.5,7.9,"FWC"
2009,3,1,29.3477,-83.17315,0.3,10.4,18.5,"8.8",10.3,18.6,8.9,8,"FWC"
2009,3,1,29.298217,-83.1671,0.4,15.1,2.1,"9.8",15.1,2.1,9.8,8.3,"FWC"
2009,3,1,29.293483,-83.155417,1.3,12.3,4,"9.7",12.4,3.9,9.7,8.1,"FWC"
2009,3,1,29.288183,-83.1444,0.5,13.1,10.4,"9.3",13.3,8.4,9.3,8.1,"FWC"
2009,3,1,29.29105,-83.1296,0.3,13.3,5.8,"8.5",13.3,5.8,8.7,7.9,"FWC"
2009,3,1,29.288283,-83.109167,1.6,16.2,0.3,"7.2",17.3,0.3,7.9,7.7,"FWC"
2009,3,2,29.140067,-82.955983,1.6,10.9,26.3,"7.9",10.9,26.3,8.5,7.8,"FWC"
2009,3,2,29.1403,-82.972533,0.5,11.1,23.9,"8",11.1,23.9,8.1,8,"FWC"
2009,3,2,29.155633,-82.965867,0.6,10.9,25.9,"7.9",10.9,25.9,8.1,8,"FWC"
2009,3,2,29.162883,-82.99615,0.8,11,26.8,"7.9",11.1,26.8,7.9,7.8,"FWC"
2009,3,2,29.167167,-83.0073,0.3,12.6,25.2,"9.5",12.6,25.2,9.5,8,"FWC"
2009,3,2,29.148183,-83.016283,0.3,12.8,22.4,"8.4",13.1,21.7,8.8,7.9,"FWC"
2009,3,2,29.138917,-83.02615,1,11.8,22.3,"8.5",14.5,21.2,8.6,8,"FWC"
2009,3,2,29.118267,-83.040833,0.5,13.5,23.2,"8.8",13.5,23.2,8.8,8.1,"FWC"
2009,3,3,29.127183,-83.0508,2,12.8,25,"7.9",12.5,24.1,8.2,7.9,"FWC"
2009,3,3,29.1391,-83.058667,0.5,13.3,27.1,"8",13.2,25.7,8.1,8,"FWC"
2009,3,3,29.158367,-83.053533,0.3,12.9,19.1,"8.5",12.9,19.1,8.6,8.1,"FWC"
2009,3,3,29.147867,-83.07325,0.4,12.5,21.7,"8.6",12.5,21.2,8.6,8.1,"FWC"
2009,3,3,29.136983,-83.090583,0.6,13.4,26.4,"7.8",13.4,25.3,7.9,8,"FWC"
2009,3,3,29.131233,-83.0946,0.7,13.4,26.8,"8.3",13.4,26.8,8.3,8.1,"FWC"
2009,3,3,29.1241,-83.089867,0.7,14,27,"8",14.3,26.8,7.8,8,"FWC"
2009,3,3,29.096567,-83.07075,0.5,14.7,24.3,"9",14.7,24.4,9.4,8.1,"FWC"
2009,3,3,29.097283,-83.06165,0.2,15.3,25.2,"9.3",NA,NA,NA,8.1,"FWC"
2009,3,3,29.095817,-83.0352,0.3,15.2,25.5,"8.9",15.7,25.3,8.6,8,"FWC"
2009,3,4,29.289517,-83.166267,0.5,14.9,15.1,"8.2",14.9,12.9,8.2,7.7,"FWC"
2009,3,4,29.289283,-83.1671,0.4,15.2,13.1,"8.2",15.2,12.7,8.3,7.6,"FWC"
2009,3,4,29.2109,-83.1787,3.8,13.6,30.2,"7.7",14.2,29.6,7.6,7.7,"FWC"
2009,3,4,29.25035,-83.211433,4,13.3,32.7,"7.5",14.5,30.1,7.6,7.7,"FWC"
2009,3,4,29.279833,-83.216083,3.7,13.3,32.5,"7.4",15,29.3,7.6,7.6,"FWC"
2009,3,4,29.3398,-83.281417,3.5,13.9,32.2,"7.8",15,29.3,7.8,7.6,"FWC"
2009,3,4,29.36115,-83.2608,1.7,14.1,30.6,"8",15.6,26.8,8.1,7.7,"FWC"
2009,3,5,29.187917,-83.085133,0.4,18.8,26.3,"6.8",18.8,26.3,6.8,7.6,"FWC"
2009,3,5,29.190383,-83.0772,0.2,19.1,24.8,"6.7",NA,NA,NA,7.6,"FWC"
2009,3,5,29.189917,-83.08425,0.6,18.6,26.2,"7.5",18.9,26.1,7.4,7.7,"FWC"
2009,3,5,29.17105,-83.100533,2.3,18.3,28.7,"6.8",18.8,28.6,7.2,7.6,"FWC"
2009,3,5,29.149217,-83.117783,3.8,17,31.9,"7.1",17.1,31.9,7.4,7.5,"FWC"
2009,3,5,29.120617,-83.1038,3.1,16.5,32.1,"7.1",16.9,32.2,7,7.5,"FWC"
2009,3,5,29.027583,-83.09465,5.2,15.8,32.7,"7.1",17,32.8,7.9,7.6,"FWC"
2009,3,6,29.276933,-83.114283,1.3,19.2,0.3,"6.5",19.2,0.3,6.6,7.1,"FWC"
2009,3,6,29.25065,-83.100733,0.2,19.4,12.3,"6.5",NA,NA,NA,7.5,"FWC"
2009,3,6,29.260683,-83.079267,0.4,19.8,7.6,"6.3",19.8,7.2,6.4,7.4,"FWC"
2009,3,6,29.258017,-83.0749,0.3,20.1,10.5,"6.2",20.2,10.5,6.2,7.4,"FWC"
2009,3,6,29.26,-83.065967,0.3,19.6,11.6,"6.9",19.6,11.6,6.9,7.4,"FWC"
2009,3,6,29.246483,-83.062767,0.2,20,15.5,"5.6",NA,NA,NA,7.3,"FWC"
2009,3,6,29.24325,-83.071533,0.2,20.1,13.6,"6.7",NA,NA,NA,7.5,"FWC"
2009,3,6,29.240633,-83.077517,1.7,20.5,19.5,"6.2",20.7,19.3,6.3,7.5,"FWC"
2009,3,7,29.332933,-83.107567,0.3,19.2,0.2,"4.4",19.2,0.2,4.7,7.4,"FWC"
2009,3,7,29.3197,-83.1223,0.4,19.8,0.1,"6.9",19.9,0.1,7,7.6,"FWC"
2009,3,7,29.317017,-83.124817,0.3,20,0.1,"7.7",20.1,0.1,7.8,7.6,"FWC"
2009,3,7,29.318167,-83.126483,1.8,19.4,0.1,"6.2",19.4,0.1,6.4,7.4,"FWC"
2009,3,7,29.3069,-83.168417,3,19.4,0.3,"6",19.9,0.2,6.1,7.3,"FWC"
2009,3,7,29.314567,-83.163283,2.6,19.9,0.3,"6.1",20.2,0.3,6.3,7.4,"FWC"
2009,3,7,29.306267,-83.159133,2.1,19.7,0.2,"6",19.6,0.2,6.2,7.4,"FWC"
