"","month(NEWDATE)","year(NEWDATE)","Salinity.x","Reference"
"3849",5,2005,9.7,1
"3850",6,2005,9.7,1
"3851",8,2005,9.7,1
"3852",1,2006,9.7,2
"3853",4,2006,9.7,2
"3854",11,2007,9.7,1
"3855",6,2009,9.7,2
"3856",8,2011,9.7,2
"3857",3,2012,9.7,1
"3858",4,2012,9.7,1
"3859",4,2013,9.7,1
"3860",6,2013,9.7,1
"3861",2,2014,9.7,1
"3862",5,2014,9.7,1
"3863",2,2016,9.7,1
"3864",6,2016,9.7,1
"3865",7,2016,9.7,1
"3866",1,1997,9.8,1
"3867",1,1998,9.8,1
"3868",7,1998,9.8,1
"3869",5,1999,9.8,1
"3870",2,2001,9.8,2
"3871",4,2001,9.8,1
"3872",6,2001,9.8,4
"3873",3,2002,9.8,1
"3874",7,2002,9.8,1
"3875",4,2004,9.8,1
"3876",9,2004,9.8,3
"3877",4,2007,9.8,1
"3878",4,2008,9.8,1
"3879",4,2009,9.8,1
"3880",1,2010,9.8,1
"3881",5,2011,9.8,1
"3882",9,2011,9.8,2
"3883",12,2011,9.8,1
"3884",11,2014,9.8,1
"3885",5,2015,9.8,1
"3886",7,2015,9.8,1
"3887",8,2015,9.8,1
"3888",7,2016,9.8,1
"3889",9,1997,9.9,1
"3890",6,1998,9.9,1
"3891",2,1999,9.9,2
"3892",3,2001,9.9,2
"3893",5,2001,9.9,2
"3894",6,2001,9.9,2
"3895",7,2001,9.9,1
"3896",12,2001,9.9,1
"3897",8,2002,9.9,1
"3898",7,2003,9.9,1
"3899",10,2003,9.9,1
"3900",5,2004,9.9,1
"3901",8,2004,9.9,1
"3902",5,2005,9.9,1
"3903",4,2006,9.9,1
"3904",6,2006,9.9,2
"3905",10,2006,9.9,1
"3906",2,2008,9.9,1
"3907",6,2008,9.9,2
"3908",7,2008,9.9,2
"3909",2,2009,9.9,1
"3910",4,2009,9.9,1
"3911",6,2009,9.9,3
"3912",4,2010,9.9,1
"3913",8,2010,9.9,1
"3914",3,2011,9.9,1
"3915",2,2012,9.9,1
"3916",5,2012,9.9,1
"3917",6,2012,9.9,1
"3918",12,2014,9.9,2
"3919",8,2015,9.9,1
"3920",7,2016,9.9,1
"3921",12,1997,10,1
"3922",6,1998,10,1
"3923",12,1998,10,1
"3924",3,2000,10,1
"3925",3,2001,10,1
"3926",4,2001,10,1
"3927",7,2001,10,1
"3928",12,2001,10,1
"3929",4,2002,10,1
"3930",6,2002,10,1
"3931",8,2002,10,1
"3932",9,2003,10,3
"3933",3,2004,10,1
"3934",3,2005,10,1
"3935",12,2005,10,1
"3936",4,2006,10,1
"3937",6,2006,10,2
"3938",8,2006,10,1
"3939",1,2007,10,1
"3940",8,2007,10,2
"3941",3,2008,10,1
"3942",6,2008,10,2
"3943",2,2009,10,1
"3944",7,2009,10,1
"3945",9,2009,10,1
"3946",11,2009,10,1
"3947",12,2009,10,1
"3948",2,2010,10,2
"3949",6,2010,10,1
"3950",12,2010,10,2
"3951",5,2011,10,1
"3952",9,2011,10,2
"3953",11,2011,10,1
"3954",8,2014,10,1
"3955",9,2014,10,2
"3956",10,2014,10,1
"3957",12,2014,10,2
"3958",6,2015,10,1
"3959",1,2016,10,1
"3960",5,2016,10,2
"3961",7,2016,10,1
"3962",10,2016,10,1
"3963",9,1996,10.1,1
"3964",9,1998,10.1,1
"3965",5,1999,10.1,1
"3966",5,2001,10.1,1
"3967",6,2003,10.1,1
"3968",2,2004,10.1,1
"3969",5,2004,10.1,1
"3970",11,2004,10.1,1
"3971",1,2005,10.1,3
"3972",4,2005,10.1,1
"3973",5,2005,10.1,1
"3974",1,2006,10.1,1
"3975",3,2006,10.1,1
"3976",5,2006,10.1,1
"3977",7,2006,10.1,1
"3978",7,2007,10.1,1
"3979",8,2007,10.1,1
"3980",12,2007,10.1,2
"3981",2,2008,10.1,1
"3982",11,2008,10.1,1
"3983",9,2009,10.1,1
"3984",5,2011,10.1,2
"3985",9,2011,10.1,1
"3986",7,2012,10.1,2
"3987",2,2013,10.1,1
"3988",4,2013,10.1,1
"3989",4,2014,10.1,2
"3990",6,2014,10.1,1
"3991",9,2014,10.1,3
"3992",5,2016,10.1,2
"3993",9,2016,10.1,1
"3994",10,1997,10.2,1
"3995",4,1998,10.2,1
"3996",1,2002,10.2,1
"3997",12,2003,10.2,1
"3998",2,2004,10.2,3
"3999",6,2004,10.2,2
"4000",12,2004,10.2,1
"4001",2,2005,10.2,1
"4002",3,2005,10.2,1
"4003",4,2005,10.2,1
"4004",3,2006,10.2,2
"4005",5,2006,10.2,1
"4006",9,2006,10.2,3
"4007",2,2008,10.2,1
"4008",7,2008,10.2,1
"4009",8,2008,10.2,1
"4010",11,2008,10.2,1
"4011",4,2009,10.2,2
"4012",6,2009,10.2,1
"4013",4,2010,10.2,1
"4014",6,2010,10.2,1
"4015",4,2011,10.2,1
"4016",5,2011,10.2,2
"4017",9,2011,10.2,1
"4018",8,2012,10.2,4
"4019",9,2014,10.2,1
"4020",10,2014,10.2,1
"4021",5,2015,10.2,1
"4022",8,2015,10.2,1
"4023",1,2016,10.2,1
"4024",4,2016,10.2,1
"4025",5,2016,10.2,1
"4026",7,1997,10.3,1
"4027",3,1998,10.3,1
"4028",3,2000,10.3,2
"4029",8,2000,10.3,1
"4030",10,2000,10.3,1
"4031",8,2001,10.3,2
"4032",1,2002,10.3,1
"4033",5,2002,10.3,2
"4034",10,2003,10.3,1
"4035",2,2004,10.3,1
"4036",5,2004,10.3,1
"4037",7,2004,10.3,1
"4038",2,2006,10.3,1
"4039",7,2006,10.3,1
"4040",11,2006,10.3,1
"4041",4,2008,10.3,1
"4042",5,2008,10.3,1
"4043",6,2008,10.3,1
"4044",12,2010,10.3,2
"4045",4,2011,10.3,1
"4046",5,2011,10.3,1
"4047",9,2011,10.3,1
"4048",12,2011,10.3,1
"4049",1,2012,10.3,1
"4050",2,2012,10.3,1
"4051",3,2012,10.3,1
"4052",4,2012,10.3,2
"4053",8,2012,10.3,2
"4054",6,2013,10.3,1
"4055",7,2013,10.3,1
"4056",8,2014,10.3,1
"4057",3,2016,10.3,2
"4058",5,2016,10.3,2
"4059",8,1999,10.4,1
"4060",11,1999,10.4,1
"4061",11,2000,10.4,1
"4062",2,2001,10.4,1
"4063",3,2001,10.4,1
"4064",8,2001,10.4,1
"4065",5,2002,10.4,1
"4066",6,2002,10.4,1
"4067",5,2004,10.4,1
"4068",7,2004,10.4,1
"4069",10,2004,10.4,1
"4070",3,2005,10.4,1
"4071",7,2005,10.4,1
"4072",2,2006,10.4,1
"4073",3,2006,10.4,3
"4074",4,2007,10.4,1
"4075",5,2007,10.4,1
"4076",6,2007,10.4,1
"4077",4,2008,10.4,1
"4078",2,2009,10.4,1
"4079",3,2009,10.4,1
"4080",7,2009,10.4,2
"4081",6,2010,10.4,2
"4082",10,2010,10.4,1
"4083",4,2011,10.4,1
"4084",11,2011,10.4,1
"4085",1,2012,10.4,2
"4086",2,2012,10.4,1
"4087",2,2013,10.4,2
"4088",9,2013,10.4,1
"4089",9,2014,10.4,1
"4090",1,2015,10.4,1
"4091",8,2015,10.4,1
"4092",9,2015,10.4,1
"4093",1,2016,10.4,1
"4094",4,2016,10.4,1
"4095",7,1996,10.5,1
"4096",6,1997,10.5,1
"4097",10,1998,10.5,1
"4098",7,1999,10.5,1
"4099",2,2000,10.5,1
"4100",2,2001,10.5,1
"4101",5,2001,10.5,1
"4102",12,2002,10.5,1
"4103",3,2003,10.5,1
"4104",4,2004,10.5,1
"4105",7,2004,10.5,2
"4106",11,2004,10.5,2
"4107",8,2005,10.5,1
"4108",3,2006,10.5,1
"4109",4,2006,10.5,2
"4110",8,2006,10.5,1
"4111",3,2009,10.5,2
"4112",9,2009,10.5,1
"4113",4,2010,10.5,1
"4114",5,2010,10.5,1
"4115",12,2010,10.5,2
"4116",3,2011,10.5,2
"4117",7,2011,10.5,1
"4118",8,2011,10.5,1
"4119",9,2011,10.5,2
"4120",1,2012,10.5,2
"4121",2,2012,10.5,1
"4122",5,2012,10.5,1
"4123",11,2012,10.5,1
"4124",9,2014,10.5,1
"4125",1,2015,10.5,1
"4126",5,2015,10.5,1
"4127",8,2015,10.5,1
"4128",9,2015,10.5,1
"4129",3,2016,10.5,1
"4130",9,2016,10.5,1
"4131",5,1997,10.6,1
"4132",1,2000,10.6,1
"4133",12,2000,10.6,1
"4134",5,2002,10.6,2
"4135",9,2002,10.6,1
"4136",11,2002,10.6,1
"4137",6,2003,10.6,1
"4138",10,2003,10.6,1
"4139",11,2004,10.6,1
"4140",7,2005,10.6,1
"4141",8,2006,10.6,1
"4142",2,2007,10.6,1
"4143",6,2007,10.6,1
"4144",7,2007,10.6,1
"4145",12,2007,10.6,1
"4146",6,2009,10.6,1
"4147",12,2009,10.6,1
"4148",3,2010,10.6,1
"4149",10,2010,10.6,1
"4150",2,2011,10.6,1
"4151",3,2011,10.6,1
"4152",6,2011,10.6,2
"4153",11,2011,10.6,2
"4154",7,2012,10.6,1
"4155",8,2012,10.6,1
"4156",2,2013,10.6,1
"4157",3,2013,10.6,1
"4158",1,2014,10.6,1
"4159",2,2014,10.6,1
"4160",8,2015,10.6,1
"4161",3,2016,10.6,1
"4162",5,2016,10.6,1
"4163",4,1997,10.7,1
"4164",10,1999,10.7,1
"4165",12,1999,10.7,2
"4166",3,2000,10.7,1
"4167",5,2000,10.7,1
"4168",8,2001,10.7,2
"4169",7,2002,10.7,1
"4170",9,2002,10.7,1
"4171",7,2004,10.7,2
"4172",3,2005,10.7,1
"4173",6,2005,10.7,1
"4174",8,2005,10.7,1
"4175",8,2006,10.7,1
"4176",6,2007,10.7,2
"4177",2,2008,10.7,2
"4178",9,2008,10.7,1
"4179",8,2009,10.7,1
"4180",2,2010,10.7,3
"4181",7,2010,10.7,1
"4182",11,2010,10.7,1
"4183",8,2011,10.7,1
"4184",12,2011,10.7,1
"4185",6,2012,10.7,1
"4186",3,2014,10.7,1
"4187",4,2015,10.7,1
"4188",8,2015,10.7,1
"4189",9,2015,10.7,1
"4190",9,2016,10.7,2
"4191",11,2016,10.7,1
"4192",8,1998,10.8,1
"4193",3,1999,10.8,1
"4194",3,2000,10.8,1
"4195",4,2000,10.8,1
"4196",7,2001,10.8,1
"4197",8,2001,10.8,1
"4198",11,2002,10.8,1
"4199",7,2003,10.8,1
"4200",7,2004,10.8,1
"4201",12,2005,10.8,2
"4202",4,2006,10.8,1
"4203",6,2006,10.8,3
"4204",8,2006,10.8,2
"4205",9,2006,10.8,1
"4206",12,2006,10.8,1
"4207",6,2007,10.8,1
"4208",8,2007,10.8,1
"4209",5,2008,10.8,1
"4210",9,2008,10.8,2
"4211",1,2009,10.8,1
"4212",2,2009,10.8,1
"4213",9,2009,10.8,1
"4214",5,2010,10.8,1
"4215",12,2010,10.8,1
"4216",2,2011,10.8,1
"4217",8,2011,10.8,1
"4218",9,2011,10.8,1
"4219",11,2011,10.8,1
"4220",9,2012,10.8,1
"4221",3,2013,10.8,1
"4222",4,2013,10.8,1
"4223",2,2014,10.8,1
"4224",3,2014,10.8,1
"4225",4,2014,10.8,1
"4226",2,2015,10.8,1
"4227",8,2015,10.8,1
"4228",9,2015,10.8,1
"4229",7,2016,10.8,1
"4230",8,1996,10.9,1
"4231",5,1997,10.9,1
"4232",8,1997,10.9,1
"4233",2,1999,10.9,1
"4234",6,1999,10.9,1
"4235",4,2000,10.9,1
"4236",11,2000,10.9,1
"4237",4,2001,10.9,1
"4238",6,2003,10.9,1
"4239",5,2004,10.9,2
"4240",11,2004,10.9,1
"4241",9,2005,10.9,1
"4242",8,2006,10.9,1
"4243",11,2006,10.9,1
"4244",12,2006,10.9,1
"4245",4,2007,10.9,1
"4246",5,2007,10.9,2
"4247",12,2007,10.9,1
"4248",6,2009,10.9,3
"4249",11,2009,10.9,2
"4250",12,2009,10.9,1
"4251",8,2010,10.9,1
"4252",10,2010,10.9,1
"4253",2,2011,10.9,1
"4254",8,2011,10.9,1
"4255",11,2011,10.9,1
"4256",12,2011,10.9,1
"4257",8,2012,10.9,4
"4258",9,2012,10.9,1
"4259",12,2012,10.9,1
"4260",12,2013,10.9,1
"4261",4,2014,10.9,1
"4262",6,2014,10.9,1
"4263",3,2016,10.9,1
"4264",7,2000,11,1
"4265",8,2000,11,1
"4266",7,2001,11,1
"4267",3,2002,11,1
"4268",7,2002,11,1
"4269",9,2002,11,1
"4270",9,2003,11,1
"4271",11,2003,11,1
"4272",5,2004,11,3
"4273",6,2004,11,1
"4274",8,2004,11,1
"4275",6,2005,11,2
"4276",9,2006,11,3
"4277",12,2006,11,2
"4278",5,2007,11,1
"4279",6,2007,11,2
"4280",7,2007,11,1
"4281",8,2007,11,1
"4282",10,2007,11,1
"4283",12,2007,11,1
"4284",7,2008,11,1
"4285",9,2008,11,1
"4286",6,2009,11,1
"4287",1,2010,11,1
"4288",2,2010,11,1
"4289",4,2010,11,2
"4290",12,2010,11,2
"4291",3,2011,11,1
"4292",5,2011,11,2
"4293",6,2012,11,1
"4294",6,2016,11,1
"4295",11,1997,11.1,1
"4296",4,1999,11.1,1
"4297",11,1999,11.1,1
"4298",5,2000,11.1,1
"4299",6,2001,11.1,3
"4300",5,2003,11.1,1
"4301",3,2004,11.1,2
"4302",3,2005,11.1,1
"4303",6,2005,11.1,1
"4304",6,2006,11.1,2
"4305",10,2006,11.1,1
"4306",12,2006,11.1,1
"4307",10,2007,11.1,2
"4308",8,2008,11.1,1
"4309",10,2008,11.1,1
"4310",8,2009,11.1,1
"4311",2,2010,11.1,1
"4312",6,2010,11.1,1
"4313",4,2012,11.1,1
"4314",1,2013,11.1,1
"4315",6,2013,11.1,1
"4316",2,2014,11.1,1
"4317",7,2014,11.1,2
"4318",11,2015,11.1,1
"4319",6,2016,11.1,3
"4320",9,2016,11.1,2
"4321",4,1997,11.2,1
"4322",5,1997,11.2,1
"4323",2,1999,11.2,1
"4324",1,2000,11.2,1
"4325",4,2001,11.2,2
"4326",3,2003,11.2,1
"4327",8,2003,11.2,1
"4328",4,2004,11.2,2
"4329",9,2004,11.2,1
"4330",4,2005,11.2,1
"4331",6,2005,11.2,1
"4332",10,2005,11.2,1
"4333",2,2006,11.2,1
"4334",3,2006,11.2,1
"4335",6,2006,11.2,4
"4336",7,2006,11.2,1
"4337",10,2006,11.2,1
"4338",12,2006,11.2,1
"4339",6,2007,11.2,1
"4340",8,2007,11.2,1
"4341",10,2007,11.2,1
"4342",7,2008,11.2,1
"4343",11,2008,11.2,1
"4344",1,2009,11.2,1
"4345",7,2009,11.2,3
"4346",5,2010,11.2,2
"4347",4,2012,11.2,1
"4348",7,2012,11.2,1
"4349",1,2013,11.2,1
"4350",8,2013,11.2,2
"4351",11,2013,11.2,1
"4352",6,2014,11.2,1
"4353",5,2015,11.2,1
"4354",8,2015,11.2,2
"4355",3,2016,11.2,1
"4356",6,2016,11.2,2
"4357",8,2016,11.2,1
"4358",9,2016,11.2,1
"4359",8,1997,11.3,1
"4360",3,1998,11.3,1
"4361",11,1998,11.3,1
"4362",3,1999,11.3,1
"4363",5,2001,11.3,1
"4364",5,2002,11.3,1
"4365",11,2002,11.3,1
"4366",4,2003,11.3,1
"4367",5,2003,11.3,1
"4368",8,2003,11.3,1
"4369",4,2005,11.3,1
"4370",6,2005,11.3,1
"4371",8,2005,11.3,1
"4372",12,2006,11.3,2
"4373",1,2007,11.3,2
"4374",9,2007,11.3,1
"4375",2,2008,11.3,1
"4376",1,2009,11.3,1
"4377",4,2009,11.3,1
"4378",12,2009,11.3,1
"4379",12,2010,11.3,1
"4380",1,2011,11.3,1
"4381",3,2011,11.3,1
"4382",3,2012,11.3,2
"4383",4,2013,11.3,1
"4384",1,2014,11.3,1
"4385",2,2014,11.3,2
"4386",3,2014,11.3,1
"4387",4,2014,11.3,2
"4388",11,2015,11.3,1
"4389",3,2016,11.3,1
"4390",7,2016,11.3,1
"4391",1,1998,11.4,1
"4392",5,1998,11.4,2
"4393",10,1999,11.4,1
"4394",11,2002,11.4,1
"4395",6,2003,11.4,1
"4396",10,2003,11.4,1
"4397",4,2004,11.4,2
"4398",3,2005,11.4,1
"4399",5,2005,11.4,2
"4400",3,2006,11.4,1
"4401",6,2006,11.4,1
"4402",9,2006,11.4,1
"4403",10,2006,11.4,2
"4404",1,2007,11.4,1
"4405",6,2009,11.4,1
"4406",1,2011,11.4,1
"4407",3,2011,11.4,1
"4408",7,2011,11.4,3
"4409",8,2011,11.4,1
"4410",8,2012,11.4,1
"4411",3,2013,11.4,1
"4412",1,2014,11.4,1
"4413",3,2014,11.4,1
"4414",8,2014,11.4,1
"4415",12,2014,11.4,1
"4416",9,2015,11.4,1
"4417",5,2016,11.4,1
"4418",6,2016,11.4,1
"4419",8,2016,11.4,1
"4420",10,1998,11.5,1
"4421",7,1999,11.5,1
"4422",7,2000,11.5,1
"4423",4,2001,11.5,1
"4424",7,2001,11.5,1
"4425",1,2003,11.5,1
"4426",5,2003,11.5,1
"4427",8,2003,11.5,1
"4428",12,2004,11.5,1
"4429",3,2005,11.5,1
"4430",4,2005,11.5,1
"4431",9,2005,11.5,1
"4432",1,2006,11.5,1
"4433",3,2006,11.5,1
"4434",5,2006,11.5,1
"4435",6,2006,11.5,1
"4436",7,2007,11.5,3
"4437",6,2008,11.5,1
"4438",1,2009,11.5,2
"4439",1,2011,11.5,1
"4440",9,2011,11.5,1
"4441",11,2011,11.5,1
"4442",7,2013,11.5,1
"4443",12,2013,11.5,1
"4444",1,2014,11.5,1
"4445",9,2014,11.5,2
"4446",11,2014,11.5,1
"4447",8,2016,11.5,1
"4448",3,1998,11.6,1
"4449",6,1998,11.6,1
"4450",7,1999,11.6,1
"4451",5,2000,11.6,1
"4452",8,2000,11.6,1
"4453",11,2000,11.6,1
"4454",3,2001,11.6,1
"4455",6,2001,11.6,1
"4456",7,2001,11.6,1
"4457",8,2001,11.6,1
"4458",1,2003,11.6,1
"4459",2,2003,11.6,1
"4460",10,2004,11.6,1
"4461",12,2005,11.6,1
"4462",6,2006,11.6,1
"4463",5,2007,11.6,1
"4464",6,2007,11.6,1
"4465",8,2007,11.6,1
"4466",10,2007,11.6,1
"4467",2,2008,11.6,1
"4468",3,2008,11.6,1
"4469",5,2008,11.6,1
"4470",2,2009,11.6,2
"4471",3,2009,11.6,2
"4472",6,2009,11.6,2
"4473",7,2009,11.6,1
"4474",9,2010,11.6,1
"4475",3,2011,11.6,3
"4476",4,2011,11.6,1
"4477",8,2011,11.6,1
"4478",2,2012,11.6,1
"4479",8,2012,11.6,2
"4480",11,2012,11.6,1
"4481",1,2013,11.6,1
"4482",7,2013,11.6,1
"4483",7,2016,11.6,1
"4484",1,1998,11.7,1
"4485",4,1998,11.7,1
"4486",5,1998,11.7,1
"4487",6,1998,11.7,1
"4488",3,2000,11.7,1
"4489",7,2000,11.7,1
"4490",6,2001,11.7,1
"4491",6,2002,11.7,1
"4492",12,2002,11.7,1
"4493",3,2004,11.7,4
"4494",12,2004,11.7,1
"4495",1,2005,11.7,1
"4496",3,2005,11.7,1
"4497",5,2005,11.7,1
"4498",7,2005,11.7,1
"4499",8,2005,11.7,1
"4500",6,2006,11.7,1
"4501",9,2006,11.7,1
"4502",12,2006,11.7,1
"4503",5,2007,11.7,1
"4504",6,2007,11.7,1
"4505",10,2007,11.7,1
"4506",12,2007,11.7,1
"4507",2,2008,11.7,1
"4508",5,2008,11.7,1
"4509",11,2008,11.7,1
"4510",12,2008,11.7,1
"4511",12,2009,11.7,2
"4512",8,2010,11.7,2
"4513",9,2010,11.7,1
"4514",11,2010,11.7,2
"4515",12,2010,11.7,2
"4516",3,2011,11.7,1
"4517",4,2011,11.7,3
"4518",12,2011,11.7,1
"4519",3,2012,11.7,1
"4520",3,2013,11.7,1
"4521",6,2013,11.7,1
"4522",2,2014,11.7,1
"4523",9,2014,11.7,1
"4524",4,2015,11.7,2
"4525",7,2015,11.7,2
"4526",9,2015,11.7,2
"4527",11,2015,11.7,1
"4528",5,2016,11.7,1
"4529",11,2016,11.7,1
"4530",4,1999,11.8,2
"4531",7,2000,11.8,2
"4532",9,2000,11.8,1
"4533",7,2001,11.8,1
"4534",3,2002,11.8,1
"4535",6,2003,11.8,1
"4536",3,2004,11.8,1
"4537",6,2004,11.8,1
"4538",2,2005,11.8,1
"4539",4,2005,11.8,1
"4540",7,2005,11.8,1
"4541",8,2005,11.8,1
"4542",7,2006,11.8,1
"4543",12,2006,11.8,1
"4544",2,2007,11.8,1
"4545",4,2007,11.8,1
"4546",6,2008,11.8,1
"4547",10,2008,11.8,1
"4548",2,2009,11.8,1
"4549",4,2009,11.8,1
"4550",6,2009,11.8,1
"4551",9,2009,11.8,1
"4552",5,2010,11.8,3
"4553",9,2010,11.8,1
"4554",12,2010,11.8,1
"4555",3,2011,11.8,1
"4556",2,2012,11.8,2
"4557",8,2012,11.8,1
"4558",11,2012,11.8,2
"4559",2,2014,11.8,1
"4560",9,2014,11.8,1
"4561",8,2015,11.8,1
"4562",4,1999,11.9,1
"4563",10,2000,11.9,1
"4564",8,2001,11.9,1
"4565",12,2001,11.9,1
"4566",1,2002,11.9,1
"4567",5,2003,11.9,1
"4568",7,2003,11.9,1
"4569",8,2003,11.9,1
"4570",2,2004,11.9,1
"4571",2,2005,11.9,1
"4572",8,2006,11.9,1
"4573",2,2007,11.9,1
"4574",6,2007,11.9,1
"4575",10,2007,11.9,1
"4576",5,2008,11.9,1
"4577",6,2008,11.9,1
"4578",7,2009,11.9,1
"4579",6,2010,11.9,3
"4580",12,2010,11.9,2
"4581",2,2011,11.9,1
"4582",3,2011,11.9,1
"4583",6,2011,11.9,1
"4584",7,2011,11.9,2
"4585",11,2011,11.9,1
"4586",12,2011,11.9,1
"4587",3,2012,11.9,1
"4588",2,2013,11.9,1
"4589",4,2013,11.9,1
"4590",7,2014,11.9,2
"4591",11,2014,11.9,1
"4592",4,2015,11.9,1
"4593",5,2016,11.9,1
"4594",7,2016,11.9,2
"4595",10,1996,12,1
"4596",11,1996,12,2
"4597",2,1998,12,2
"4598",8,2000,12,1
"4599",10,2000,12,1
"4600",2,2001,12,2
"4601",3,2001,12,2
"4602",5,2001,12,1
"4603",6,2001,12,1
"4604",8,2001,12,2
"4605",12,2001,12,1
"4606",11,2002,12,1
"4607",2,2003,12,1
"4608",5,2003,12,1
"4609",6,2004,12,1
"4610",10,2004,12,2
"4611",5,2005,12,2
"4612",10,2005,12,2
"4613",3,2006,12,3
"4614",6,2006,12,3
"4615",2,2007,12,2
"4616",4,2008,12,1
"4617",5,2008,12,1
"4618",6,2008,12,3
"4619",12,2008,12,1
"4620",2,2009,12,1
"4621",7,2009,12,2
"4622",12,2009,12,1
"4623",2,2011,12,1
"4624",6,2011,12,1
"4625",11,2011,12,1
"4626",12,2011,12,1
"4627",10,2012,12,1
"4628",3,2013,12,2
"4629",4,2013,12,1
"4630",8,2013,12,1
"4631",2,2014,12,2
"4632",5,2014,12,1
"4633",9,2014,12,2
"4634",12,2014,12,2
"4635",3,2015,12,1
"4636",5,2015,12,1
"4637",2,2016,12,2
"4638",4,2016,12,1
"4639",7,2016,12,1
"4640",10,1998,12.1,1
"4641",7,2001,12.1,1
"4642",6,2002,12.1,1
"4643",4,2003,12.1,1
"4644",10,2003,12.1,1
"4645",6,2004,12.1,1
"4646",9,2004,12.1,1
"4647",1,2005,12.1,1
"4648",4,2005,12.1,1
"4649",6,2005,12.1,1
"4650",1,2006,12.1,1
"4651",6,2006,12.1,1
"4652",8,2006,12.1,2
"4653",3,2007,12.1,1
"4654",8,2007,12.1,1
"4655",12,2008,12.1,1
"4656",2,2009,12.1,1
"4657",12,2009,12.1,1
"4658",7,2010,12.1,1
"4659",2,2012,12.1,1
"4660",5,2012,12.1,1
"4661",8,2012,12.1,4
"4662",11,2012,12.1,1
"4663",8,2013,12.1,1
"4664",1,2015,12.1,2
"4665",4,2015,12.1,1
"4666",7,2015,12.1,1
"4667",11,2015,12.1,1
"4668",1,2016,12.1,2
"4669",5,2016,12.1,1
"4670",6,2016,12.1,1
"4671",9,2016,12.1,2
"4672",1,1998,12.2,1
"4673",6,1998,12.2,1
"4674",10,1998,12.2,1
"4675",2,1999,12.2,1
"4676",7,1999,12.2,1
"4677",9,2000,12.2,1
"4678",10,2000,12.2,1
"4679",12,2000,12.2,1
"4680",8,2002,12.2,1
"4681",5,2003,12.2,1
"4682",1,2004,12.2,1
"4683",5,2004,12.2,1
"4684",1,2005,12.2,1
"4685",10,2005,12.2,2
"4686",5,2006,12.2,1
"4687",6,2006,12.2,1
"4688",8,2006,12.2,1
"4689",5,2007,12.2,1
"4690",8,2007,12.2,1
"4691",1,2008,12.2,1
"4692",4,2008,12.2,2
"4693",4,2009,12.2,1
"4694",7,2009,12.2,1
"4695",3,2010,12.2,1
"4696",7,2010,12.2,1
"4697",8,2010,12.2,1
"4698",10,2010,12.2,1
"4699",2,2012,12.2,1
"4700",5,2012,12.2,1
"4701",5,2013,12.2,1
"4702",11,2013,12.2,1
"4703",6,2014,12.2,1
"4704",1,2015,12.2,1
"4705",3,2015,12.2,1
"4706",4,2015,12.2,1
"4707",10,2015,12.2,1
"4708",7,2016,12.2,1
"4709",9,2016,12.2,1
"4710",12,1996,12.3,1
"4711",3,1999,12.3,1
"4712",4,2001,12.3,1
"4713",11,2002,12.3,1
"4714",10,2003,12.3,1
"4715",12,2003,12.3,2
"4716",5,2004,12.3,1
"4717",7,2004,12.3,1
"4718",3,2005,12.3,1
"4719",6,2005,12.3,1
"4720",11,2005,12.3,1
"4721",5,2006,12.3,3
"4722",6,2006,12.3,1
"4723",8,2006,12.3,2
"4724",9,2006,12.3,1
"4725",11,2006,12.3,1
"4726",7,2007,12.3,3
"4727",12,2008,12.3,1
"4728",3,2009,12.3,1
"4729",4,2010,12.3,1
"4730",5,2010,12.3,2
"4731",4,2011,12.3,2
"4732",6,2011,12.3,1
"4733",2,2012,12.3,1
"4734",3,2013,12.3,1
"4735",7,2013,12.3,1
"4736",10,2013,12.3,2
"4737",1,2014,12.3,1
"4738",4,2014,12.3,1
"4739",7,2015,12.3,2
"4740",9,2015,12.3,1
"4741",3,2016,12.3,2
"4742",6,2016,12.3,1
"4743",4,1997,12.4,1
"4744",5,1997,12.4,1
"4745",12,1997,12.4,1
"4746",5,1999,12.4,1
"4747",4,2000,12.4,2
"4748",5,2001,12.4,1
"4749",4,2002,12.4,1
"4750",4,2003,12.4,1
"4751",5,2003,12.4,1
"4752",8,2003,12.4,1
"4753",10,2003,12.4,1
"4754",3,2004,12.4,2
"4755",5,2004,12.4,1
"4756",2,2005,12.4,1
"4757",12,2005,12.4,1
"4758",6,2006,12.4,2
"4759",11,2006,12.4,1
"4760",1,2007,12.4,1
"4761",2,2007,12.4,1
"4762",8,2007,12.4,1
"4763",11,2007,12.4,1
"4764",1,2008,12.4,2
"4765",3,2008,12.4,1
"4766",12,2008,12.4,3
"4767",3,2010,12.4,1
"4768",9,2010,12.4,1
"4769",2,2011,12.4,3
"4770",4,2011,12.4,1
"4771",5,2011,12.4,1
"4772",6,2011,12.4,1
"4773",8,2011,12.4,1
"4774",2,2013,12.4,2
"4775",10,2013,12.4,1
"4776",4,2015,12.4,1
"4777",7,2015,12.4,1
"4778",9,2015,12.4,1
"4779",12,2015,12.4,4
"4780",6,2016,12.4,1
"4781",9,1996,12.5,1
"4782",8,1999,12.5,1
"4783",1,2001,12.5,1
"4784",4,2002,12.5,1
"4785",5,2002,12.5,1
"4786",3,2004,12.5,1
"4787",5,2004,12.5,1
"4788",12,2004,12.5,2
"4789",7,2005,12.5,1
"4790",8,2005,12.5,1
"4791",6,2006,12.5,2
"4792",11,2006,12.5,2
"4793",5,2007,12.5,1
"4794",12,2007,12.5,1
