"","month(NEWDATE)","year(NEWDATE)","Salinity.x","Reference"
"10713",2,2016,24.2,2
"10714",6,2016,24.2,1
"10715",8,2016,24.2,1
"10716",9,2016,24.2,1
"10717",10,2016,24.2,1
"10718",8,1997,24.3,1
"10719",9,1997,24.3,1
"10720",12,1997,24.3,1
"10721",4,1998,24.3,2
"10722",12,1998,24.3,1
"10723",5,1999,24.3,1
"10724",12,2000,24.3,1
"10725",8,2001,24.3,2
"10726",9,2001,24.3,2
"10727",10,2001,24.3,1
"10728",1,2002,24.3,1
"10729",5,2002,24.3,2
"10730",6,2002,24.3,3
"10731",9,2002,24.3,1
"10732",10,2002,24.3,2
"10733",4,2003,24.3,1
"10734",5,2003,24.3,1
"10735",7,2003,24.3,2
"10736",9,2003,24.3,3
"10737",3,2004,24.3,2
"10738",5,2004,24.3,1
"10739",6,2004,24.3,1
"10740",9,2004,24.3,1
"10741",10,2004,24.3,2
"10742",12,2004,24.3,2
"10743",1,2005,24.3,4
"10744",4,2005,24.3,2
"10745",5,2005,24.3,1
"10746",7,2005,24.3,1
"10747",4,2006,24.3,1
"10748",5,2006,24.3,2
"10749",7,2006,24.3,2
"10750",9,2006,24.3,2
"10751",4,2007,24.3,2
"10752",8,2007,24.3,1
"10753",9,2007,24.3,1
"10754",10,2007,24.3,1
"10755",8,2008,24.3,1
"10756",10,2008,24.3,1
"10757",2,2009,24.3,4
"10758",3,2009,24.3,1
"10759",6,2009,24.3,3
"10760",9,2009,24.3,4
"10761",3,2010,24.3,2
"10762",4,2010,24.3,2
"10763",5,2010,24.3,2
"10764",6,2010,24.3,1
"10765",7,2010,24.3,1
"10766",8,2010,24.3,1
"10767",10,2010,24.3,3
"10768",12,2010,24.3,1
"10769",2,2011,24.3,1
"10770",5,2011,24.3,1
"10771",8,2011,24.3,1
"10772",10,2011,24.3,2
"10773",1,2012,24.3,1
"10774",4,2012,24.3,1
"10775",8,2012,24.3,2
"10776",9,2012,24.3,2
"10777",10,2012,24.3,2
"10778",3,2013,24.3,2
"10779",4,2013,24.3,2
"10780",6,2013,24.3,2
"10781",8,2013,24.3,2
"10782",1,2014,24.3,1
"10783",5,2014,24.3,1
"10784",6,2014,24.3,2
"10785",8,2014,24.3,1
"10786",9,2014,24.3,2
"10787",11,2014,24.3,1
"10788",2,2015,24.3,1
"10789",9,2015,24.3,1
"10790",10,2015,24.3,1
"10791",12,2015,24.3,3
"10792",6,2016,24.3,1
"10793",12,2016,24.3,1
"10794",8,1996,24.4,1
"10795",9,1996,24.4,1
"10796",11,1997,24.4,1
"10797",3,1998,24.4,1
"10798",7,1998,24.4,2
"10799",3,1999,24.4,1
"10800",7,1999,24.4,1
"10801",9,2000,24.4,1
"10802",1,2001,24.4,1
"10803",3,2001,24.4,1
"10804",8,2001,24.4,1
"10805",10,2001,24.4,1
"10806",1,2002,24.4,1
"10807",3,2002,24.4,1
"10808",10,2002,24.4,1
"10809",12,2002,24.4,2
"10810",11,2003,24.4,3
"10811",4,2004,24.4,2
"10812",7,2004,24.4,1
"10813",9,2004,24.4,3
"10814",1,2005,24.4,3
"10815",5,2005,24.4,2
"10816",12,2005,24.4,1
"10817",11,2006,24.4,1
"10818",12,2006,24.4,2
"10819",1,2007,24.4,1
"10820",2,2007,24.4,1
"10821",8,2007,24.4,2
"10822",9,2007,24.4,1
"10823",11,2007,24.4,1
"10824",9,2008,24.4,2
"10825",1,2009,24.4,2
"10826",3,2009,24.4,3
"10827",6,2009,24.4,3
"10828",7,2009,24.4,2
"10829",8,2009,24.4,5
"10830",10,2009,24.4,1
"10831",11,2009,24.4,1
"10832",12,2009,24.4,1
"10833",2,2010,24.4,1
"10834",4,2010,24.4,2
"10835",6,2010,24.4,1
"10836",8,2010,24.4,3
"10837",10,2010,24.4,2
"10838",12,2010,24.4,2
"10839",11,2011,24.4,2
"10840",5,2012,24.4,1
"10841",9,2012,24.4,6
"10842",10,2012,24.4,1
"10843",2,2013,24.4,2
"10844",6,2013,24.4,4
"10845",7,2013,24.4,1
"10846",1,2014,24.4,1
"10847",5,2014,24.4,2
"10848",6,2014,24.4,1
"10849",7,2014,24.4,2
"10850",8,2014,24.4,1
"10851",11,2014,24.4,3
"10852",3,2015,24.4,2
"10853",4,2015,24.4,1
"10854",7,2015,24.4,2
"10855",8,2015,24.4,1
"10856",12,2015,24.4,1
"10857",3,2016,24.4,2
"10858",4,2016,24.4,1
"10859",5,2016,24.4,1
"10860",8,2016,24.4,1
"10861",10,2016,24.4,4
"10862",11,2016,24.4,2
"10863",9,1996,24.5,1
"10864",10,1996,24.5,1
"10865",1,1997,24.5,1
"10866",2,1997,24.5,1
"10867",8,1998,24.5,1
"10868",9,1998,24.5,1
"10869",10,2000,24.5,2
"10870",12,2000,24.5,1
"10871",2,2001,24.5,2
"10872",3,2001,24.5,1
"10873",8,2001,24.5,2
"10874",11,2002,24.5,2
"10875",12,2002,24.5,3
"10876",1,2003,24.5,1
"10877",4,2003,24.5,1
"10878",9,2003,24.5,1
"10879",10,2003,24.5,1
"10880",11,2003,24.5,1
"10881",7,2004,24.5,1
"10882",9,2004,24.5,4
"10883",10,2004,24.5,1
"10884",11,2004,24.5,2
"10885",1,2005,24.5,4
"10886",2,2005,24.5,1
"10887",3,2005,24.5,2
"10888",7,2005,24.5,1
"10889",12,2005,24.5,1
"10890",3,2006,24.5,4
"10891",4,2006,24.5,1
"10892",9,2006,24.5,2
"10893",12,2006,24.5,4
"10894",1,2007,24.5,1
"10895",4,2007,24.5,1
"10896",6,2007,24.5,1
"10897",8,2007,24.5,2
"10898",8,2008,24.5,1
"10899",10,2008,24.5,1
"10900",11,2008,24.5,2
"10901",1,2009,24.5,3
"10902",7,2009,24.5,1
"10903",10,2009,24.5,1
"10904",2,2010,24.5,2
"10905",5,2010,24.5,2
"10906",8,2010,24.5,2
"10907",9,2010,24.5,1
"10908",10,2010,24.5,2
"10909",2,2011,24.5,1
"10910",4,2011,24.5,1
"10911",5,2011,24.5,1
"10912",11,2011,24.5,1
"10913",4,2012,24.5,2
"10914",5,2012,24.5,2
"10915",7,2012,24.5,1
"10916",8,2012,24.5,1
"10917",10,2012,24.5,3
"10918",11,2012,24.5,2
"10919",2,2013,24.5,1
"10920",5,2013,24.5,1
"10921",6,2013,24.5,1
"10922",7,2013,24.5,1
"10923",8,2013,24.5,1
"10924",9,2013,24.5,1
"10925",11,2013,24.5,2
"10926",3,2014,24.5,1
"10927",5,2014,24.5,9
"10928",7,2014,24.5,5
"10929",8,2014,24.5,1
"10930",9,2014,24.5,2
"10931",11,2014,24.5,1
"10932",1,2015,24.5,1
"10933",3,2015,24.5,4
"10934",5,2015,24.5,1
"10935",12,2015,24.5,1
"10936",1,2016,24.5,2
"10937",2,2016,24.5,1
"10938",3,2016,24.5,1
"10939",5,2016,24.5,1
"10940",8,2016,24.5,1
"10941",10,2016,24.5,2
"10942",7,1996,24.6,1
"10943",9,1996,24.6,1
"10944",10,1996,24.6,1
"10945",6,1997,24.6,1
"10946",7,1997,24.6,1
"10947",9,1997,24.6,1
"10948",12,1997,24.6,1
"10949",6,1999,24.6,2
"10950",10,1999,24.6,1
"10951",11,1999,24.6,1
"10952",12,2000,24.6,2
"10953",1,2001,24.6,1
"10954",5,2001,24.6,2
"10955",8,2001,24.6,1
"10956",10,2001,24.6,1
"10957",2,2002,24.6,1
"10958",3,2002,24.6,2
"10959",8,2002,24.6,2
"10960",1,2003,24.6,1
"10961",3,2003,24.6,1
"10962",4,2003,24.6,1
"10963",5,2003,24.6,1
"10964",6,2003,24.6,1
"10965",7,2003,24.6,1
"10966",8,2003,24.6,1
"10967",9,2003,24.6,1
"10968",3,2004,24.6,1
"10969",9,2004,24.6,1
"10970",12,2004,24.6,2
"10971",6,2005,24.6,2
"10972",9,2005,24.6,1
"10973",12,2005,24.6,1
"10974",1,2006,24.6,2
"10975",4,2006,24.6,3
"10976",5,2006,24.6,1
"10977",7,2006,24.6,2
"10978",8,2006,24.6,2
"10979",1,2007,24.6,2
"10980",2,2007,24.6,2
"10981",5,2007,24.6,2
"10982",7,2007,24.6,2
"10983",9,2007,24.6,1
"10984",10,2007,24.6,1
"10985",7,2008,24.6,1
"10986",1,2010,24.6,1
"10987",4,2010,24.6,2
"10988",7,2010,24.6,1
"10989",11,2010,24.6,1
"10990",2,2011,24.6,1
"10991",4,2011,24.6,1
"10992",5,2011,24.6,1
"10993",1,2012,24.6,2
"10994",2,2012,24.6,2
"10995",10,2012,24.6,1
"10996",11,2012,24.6,1
"10997",3,2013,24.6,3
"10998",5,2013,24.6,1
"10999",6,2013,24.6,3
"11000",8,2013,24.6,1
"11001",9,2013,24.6,1
"11002",10,2013,24.6,1
"11003",11,2013,24.6,1
"11004",12,2013,24.6,1
"11005",1,2014,24.6,4
"11006",2,2014,24.6,2
"11007",5,2014,24.6,2
"11008",7,2014,24.6,1
"11009",8,2014,24.6,2
"11010",9,2014,24.6,3
"11011",1,2015,24.6,1
"11012",2,2015,24.6,1
"11013",3,2015,24.6,1
"11014",5,2015,24.6,3
"11015",7,2015,24.6,2
"11016",10,2015,24.6,2
"11017",12,2015,24.6,1
"11018",4,2016,24.6,1
"11019",8,2016,24.6,1
"11020",6,1997,24.7,1
"11021",8,1997,24.7,1
"11022",11,1997,24.7,1
"11023",8,1998,24.7,1
"11024",12,1998,24.7,1
"11025",1,1999,24.7,1
"11026",7,1999,24.7,1
"11027",11,1999,24.7,1
"11028",6,2000,24.7,1
"11029",10,2000,24.7,1
"11030",2,2001,24.7,3
"11031",8,2001,24.7,2
"11032",1,2002,24.7,2
"11033",3,2002,24.7,1
"11034",6,2002,24.7,1
"11035",12,2002,24.7,1
"11036",3,2003,24.7,2
"11037",8,2003,24.7,2
"11038",9,2003,24.7,1
"11039",2,2004,24.7,4
"11040",3,2004,24.7,1
"11041",4,2004,24.7,5
"11042",5,2004,24.7,1
"11043",8,2004,24.7,2
"11044",10,2004,24.7,2
"11045",1,2005,24.7,1
"11046",2,2005,24.7,2
"11047",4,2005,24.7,2
"11048",12,2005,24.7,3
"11049",4,2006,24.7,1
"11050",11,2006,24.7,1
"11051",12,2006,24.7,2
"11052",2,2007,24.7,1
"11053",8,2007,24.7,2
"11054",9,2007,24.7,2
"11055",10,2007,24.7,4
"11056",11,2007,24.7,1
"11057",11,2008,24.7,1
"11058",12,2008,24.7,1
"11059",1,2009,24.7,1
"11060",6,2009,24.7,2
"11061",7,2009,24.7,1
"11062",10,2009,24.7,2
"11063",1,2010,24.7,2
"11064",2,2010,24.7,1
"11065",6,2010,24.7,2
"11066",10,2010,24.7,1
"11067",3,2011,24.7,1
"11068",6,2011,24.7,1
"11069",10,2011,24.7,4
"11070",11,2011,24.7,1
"11071",1,2012,24.7,2
"11072",2,2012,24.7,3
"11073",5,2012,24.7,2
"11074",9,2012,24.7,1
"11075",10,2012,24.7,2
"11076",11,2012,24.7,2
"11077",4,2013,24.7,2
"11078",6,2013,24.7,1
"11079",8,2013,24.7,1
"11080",11,2013,24.7,4
"11081",1,2014,24.7,3
"11082",5,2014,24.7,1
"11083",6,2014,24.7,1
"11084",7,2014,24.7,1
"11085",8,2014,24.7,1
"11086",9,2014,24.7,2
"11087",11,2014,24.7,2
"11088",12,2014,24.7,2
"11089",3,2015,24.7,3
"11090",4,2015,24.7,1
"11091",5,2015,24.7,4
"11092",7,2015,24.7,1
"11093",9,2015,24.7,2
"11094",12,2015,24.7,3
"11095",2,2016,24.7,4
"11096",4,2016,24.7,3
"11097",6,2016,24.7,3
"11098",10,2016,24.7,1
"11099",11,2016,24.7,2
"11100",7,1996,24.8,1
"11101",11,1996,24.8,2
"11102",9,1997,24.8,1
"11103",12,1997,24.8,1
"11104",8,1998,24.8,1
"11105",1,1999,24.8,1
"11106",8,1999,24.8,1
"11107",9,1999,24.8,2
"11108",11,1999,24.8,1
"11109",3,2000,24.8,1
"11110",9,2000,24.8,3
"11111",2,2001,24.8,1
"11112",3,2001,24.8,1
"11113",9,2001,24.8,2
"11114",1,2002,24.8,1
"11115",2,2002,24.8,1
"11116",6,2002,24.8,1
"11117",8,2002,24.8,2
"11118",9,2002,24.8,1
"11119",8,2003,24.8,1
"11120",11,2003,24.8,3
"11121",2,2004,24.8,3
"11122",4,2004,24.8,1
"11123",5,2004,24.8,1
"11124",11,2004,24.8,1
"11125",2,2005,24.8,4
"11126",3,2005,24.8,3
"11127",11,2005,24.8,2
"11128",12,2005,24.8,3
"11129",3,2006,24.8,2
"11130",4,2006,24.8,1
"11131",9,2006,24.8,1
"11132",11,2006,24.8,2
"11133",2,2007,24.8,1
"11134",3,2007,24.8,1
"11135",11,2007,24.8,1
"11136",6,2008,24.8,2
"11137",8,2008,24.8,2
"11138",1,2009,24.8,1
"11139",3,2009,24.8,1
"11140",9,2009,24.8,1
"11141",11,2009,24.8,1
"11142",4,2010,24.8,1
"11143",5,2010,24.8,3
"11144",7,2010,24.8,1
"11145",9,2010,24.8,3
"11146",10,2010,24.8,2
"11147",12,2010,24.8,1
"11148",1,2011,24.8,2
"11149",3,2011,24.8,1
"11150",10,2011,24.8,2
"11151",11,2011,24.8,1
"11152",12,2011,24.8,1
"11153",1,2012,24.8,2
"11154",4,2012,24.8,1
"11155",2,2013,24.8,1
"11156",7,2013,24.8,1
"11157",8,2013,24.8,1
"11158",11,2013,24.8,1
"11159",12,2013,24.8,1
"11160",1,2014,24.8,3
"11161",6,2014,24.8,1
"11162",8,2014,24.8,1
"11163",11,2014,24.8,2
"11164",2,2015,24.8,1
"11165",3,2015,24.8,2
"11166",7,2015,24.8,1
"11167",9,2015,24.8,1
"11168",2,2016,24.8,2
"11169",3,2016,24.8,3
"11170",4,2016,24.8,2
"11171",5,2016,24.8,1
"11172",8,2016,24.8,1
"11173",11,2016,24.8,2
"11174",11,1996,24.9,1
"11175",5,1997,24.9,2
"11176",6,1997,24.9,2
"11177",10,1997,24.9,1
"11178",2,1998,24.9,1
"11179",8,1998,24.9,1
"11180",9,1998,24.9,1
"11181",11,1998,24.9,1
"11182",1,1999,24.9,1
"11183",8,1999,24.9,1
"11184",10,1999,24.9,2
"11185",2,2000,24.9,1
"11186",12,2000,24.9,1
"11187",2,2001,24.9,1
"11188",8,2001,24.9,2
"11189",2,2002,24.9,1
"11190",3,2002,24.9,1
"11191",4,2002,24.9,2
"11192",9,2002,24.9,1
"11193",10,2002,24.9,1
"11194",7,2003,24.9,3
"11195",9,2003,24.9,1
"11196",10,2003,24.9,1
"11197",2,2004,24.9,1
"11198",9,2004,24.9,1
"11199",10,2004,24.9,2
"11200",11,2004,24.9,1
"11201",12,2004,24.9,1
"11202",6,2005,24.9,4
"11203",8,2005,24.9,1
"11204",9,2005,24.9,1
"11205",12,2005,24.9,1
"11206",2,2006,24.9,3
"11207",3,2006,24.9,2
"11208",6,2006,24.9,3
"11209",12,2006,24.9,1
"11210",6,2007,24.9,1
"11211",7,2007,24.9,1
"11212",12,2007,24.9,2
"11213",4,2008,24.9,2
"11214",10,2008,24.9,2
"11215",1,2009,24.9,1
"11216",2,2009,24.9,2
"11217",11,2009,24.9,2
"11218",1,2010,24.9,3
"11219",7,2010,24.9,2
"11220",9,2010,24.9,2
"11221",12,2010,24.9,1
"11222",1,2011,24.9,2
"11223",2,2011,24.9,1
"11224",8,2011,24.9,1
"11225",9,2011,24.9,1
"11226",11,2011,24.9,3
"11227",3,2012,24.9,2
"11228",8,2012,24.9,1
"11229",9,2012,24.9,1
"11230",2,2013,24.9,1
"11231",3,2013,24.9,2
"11232",11,2013,24.9,2
"11233",12,2013,24.9,2
"11234",1,2014,24.9,1
"11235",2,2014,24.9,2
"11236",3,2014,24.9,2
"11237",4,2014,24.9,1
"11238",6,2014,24.9,2
"11239",8,2014,24.9,1
"11240",11,2014,24.9,1
"11241",2,2015,24.9,2
"11242",3,2015,24.9,4
"11243",5,2015,24.9,1
"11244",7,2015,24.9,3
"11245",10,2015,24.9,2
"11246",12,2015,24.9,3
"11247",4,2016,24.9,1
"11248",11,2016,24.9,1
"11249",11,1996,25,3
"11250",3,1997,25,2
"11251",1,1998,25,1
"11252",6,1998,25,1
"11253",9,1998,25,1
"11254",11,1998,25,1
"11255",2,1999,25,1
"11256",11,1999,25,1
"11257",2,2000,25,1
"11258",9,2000,25,1
"11259",10,2000,25,1
"11260",12,2000,25,1
"11261",6,2001,25,1
"11262",8,2001,25,1
"11263",12,2001,25,1
"11264",1,2002,25,2
"11265",2,2002,25,1
"11266",3,2002,25,1
"11267",4,2002,25,1
"11268",8,2002,25,1
"11269",7,2003,25,3
"11270",8,2003,25,1
"11271",10,2003,25,2
"11272",12,2003,25,3
"11273",2,2004,25,1
"11274",9,2004,25,1
"11275",10,2004,25,1
"11276",2,2005,25,1
"11277",6,2005,25,7
"11278",8,2005,25,2
"11279",12,2005,25,1
"11280",4,2006,25,2
"11281",10,2006,25,1
"11282",3,2007,25,2
"11283",12,2007,25,1
"11284",8,2008,25,1
"11285",9,2008,25,2
"11286",11,2008,25,1
"11287",2,2009,25,1
"11288",3,2009,25,1
"11289",7,2009,25,1
"11290",11,2009,25,1
"11291",4,2010,25,1
"11292",7,2010,25,1
"11293",10,2010,25,2
"11294",1,2011,25,1
"11295",5,2011,25,1
"11296",6,2011,25,2
"11297",8,2011,25,1
"11298",10,2011,25,3
"11299",11,2011,25,2
"11300",5,2012,25,1
"11301",9,2012,25,2
"11302",10,2012,25,2
"11303",11,2012,25,1
"11304",11,2013,25,1
"11305",2,2014,25,2
"11306",4,2014,25,3
"11307",6,2014,25,1
"11308",7,2014,25,1
"11309",11,2014,25,2
"11310",1,2015,25,3
"11311",2,2015,25,4
"11312",3,2015,25,1
"11313",4,2015,25,1
"11314",5,2015,25,1
"11315",10,2015,25,2
"11316",12,2015,25,2
"11317",4,2016,25,1
"11318",9,2016,25,2
"11319",11,2016,25,1
"11320",9,1996,25.1,1
"11321",4,1997,25.1,1
"11322",5,1997,25.1,2
"11323",6,1997,25.1,1
"11324",9,1997,25.1,1
"11325",10,1997,25.1,1
"11326",6,1998,25.1,1
"11327",10,1999,25.1,1
"11328",1,2001,25.1,1
"11329",2,2001,25.1,1
"11330",3,2001,25.1,2
"11331",4,2001,25.1,1
"11332",7,2001,25.1,1
"11333",2,2002,25.1,1
"11334",3,2002,25.1,1
"11335",4,2002,25.1,1
"11336",6,2002,25.1,1
"11337",9,2002,25.1,1
"11338",4,2003,25.1,2
"11339",6,2003,25.1,1
"11340",2,2004,25.1,1
"11341",9,2004,25.1,1
"11342",10,2004,25.1,3
"11343",5,2005,25.1,6
"11344",6,2005,25.1,1
"11345",7,2005,25.1,4
"11346",8,2005,25.1,1
"11347",12,2005,25.1,3
"11348",1,2006,25.1,2
"11349",6,2006,25.1,2
"11350",7,2006,25.1,2
"11351",9,2006,25.1,1
"11352",11,2006,25.1,2
"11353",12,2006,25.1,1
"11354",3,2007,25.1,1
"11355",5,2007,25.1,1
"11356",12,2007,25.1,1
"11357",2,2008,25.1,2
"11358",8,2008,25.1,1
"11359",9,2008,25.1,2
"11360",11,2008,25.1,1
"11361",1,2009,25.1,1
"11362",2,2009,25.1,1
"11363",7,2009,25.1,1
"11364",8,2009,25.1,4
"11365",10,2009,25.1,2
"11366",1,2010,25.1,1
"11367",7,2010,25.1,2
"11368",9,2010,25.1,2
"11369",10,2010,25.1,2
"11370",1,2011,25.1,2
"11371",2,2011,25.1,2
"11372",9,2011,25.1,1
"11373",10,2011,25.1,3
"11374",4,2012,25.1,3
"11375",7,2012,25.1,1
"11376",9,2012,25.1,5
"11377",10,2012,25.1,1
"11378",11,2012,25.1,2
"11379",3,2013,25.1,2
"11380",10,2013,25.1,2
"11381",11,2013,25.1,1
"11382",1,2014,25.1,2
"11383",6,2014,25.1,1
"11384",7,2014,25.1,2
"11385",11,2014,25.1,1
"11386",3,2015,25.1,1
"11387",10,2015,25.1,2
"11388",1,2016,25.1,2
"11389",3,2016,25.1,3
"11390",8,2016,25.1,1
"11391",10,2016,25.1,1
"11392",11,2016,25.1,1
"11393",8,1997,25.2,1
"11394",12,1997,25.2,1
"11395",8,1998,25.2,1
"11396",11,1998,25.2,1
"11397",1,1999,25.2,1
"11398",6,1999,25.2,1
"11399",6,2000,25.2,1
"11400",10,2000,25.2,1
"11401",11,2000,25.2,1
"11402",1,2001,25.2,1
"11403",6,2001,25.2,2
"11404",7,2001,25.2,2
"11405",9,2001,25.2,1
"11406",11,2001,25.2,1
"11407",12,2001,25.2,1
"11408",1,2002,25.2,1
"11409",2,2002,25.2,1
"11410",6,2002,25.2,1
"11411",7,2002,25.2,1
"11412",9,2002,25.2,1
"11413",11,2002,25.2,1
"11414",4,2003,25.2,2
"11415",7,2003,25.2,1
"11416",8,2003,25.2,4
"11417",12,2003,25.2,1
"11418",3,2004,25.2,1
"11419",7,2004,25.2,1
"11420",9,2004,25.2,2
"11421",10,2004,25.2,1
"11422",12,2004,25.2,3
"11423",2,2005,25.2,2
"11424",5,2005,25.2,1
"11425",8,2005,25.2,1
"11426",10,2005,25.2,1
"11427",7,2006,25.2,6
"11428",8,2006,25.2,1
"11429",9,2006,25.2,1
"11430",11,2006,25.2,2
"11431",12,2006,25.2,2
"11432",7,2007,25.2,1
"11433",10,2007,25.2,2
"11434",12,2007,25.2,2
"11435",2,2008,25.2,2
"11436",4,2008,25.2,2
"11437",8,2008,25.2,1
"11438",9,2008,25.2,1
"11439",1,2009,25.2,3
"11440",2,2009,25.2,2
"11441",3,2009,25.2,3
"11442",9,2010,25.2,1
"11443",10,2010,25.2,3
"11444",11,2010,25.2,2
"11445",1,2011,25.2,1
"11446",9,2011,25.2,3
"11447",1,2012,25.2,1
"11448",4,2012,25.2,1
"11449",5,2012,25.2,1
"11450",11,2012,25.2,1
"11451",2,2013,25.2,1
"11452",5,2013,25.2,2
"11453",8,2013,25.2,2
"11454",11,2013,25.2,1
"11455",1,2014,25.2,1
"11456",4,2014,25.2,3
"11457",5,2014,25.2,3
"11458",6,2014,25.2,1
"11459",7,2014,25.2,7
"11460",8,2014,25.2,2
"11461",1,2015,25.2,3
"11462",3,2015,25.2,1
"11463",4,2015,25.2,1
"11464",7,2015,25.2,1
"11465",8,2015,25.2,1
"11466",9,2015,25.2,2
"11467",12,2015,25.2,1
"11468",2,2016,25.2,1
"11469",3,2016,25.2,1
"11470",8,2016,25.2,1
"11471",11,2016,25.2,5
"11472",7,1996,25.3,1
"11473",10,1996,25.3,1
"11474",1,1997,25.3,2
"11475",4,1997,25.3,1
"11476",5,1997,25.3,1
"11477",7,1997,25.3,1
"11478",12,1997,25.3,1
"11479",6,1999,25.3,1
"11480",8,2000,25.3,1
"11481",9,2000,25.3,2
"11482",4,2001,25.3,2
"11483",6,2001,25.3,1
"11484",9,2001,25.3,1
"11485",10,2001,25.3,1
"11486",12,2001,25.3,1
"11487",1,2002,25.3,3
"11488",2,2002,25.3,1
"11489",3,2003,25.3,1
"11490",7,2003,25.3,4
"11491",8,2003,25.3,1
"11492",10,2003,25.3,1
"11493",1,2004,25.3,2
"11494",3,2004,25.3,1
"11495",9,2004,25.3,4
"11496",10,2004,25.3,3
"11497",11,2004,25.3,1
"11498",12,2004,25.3,2
"11499",2,2005,25.3,2
"11500",7,2005,25.3,1
"11501",10,2005,25.3,2
"11502",11,2005,25.3,2
"11503",4,2006,25.3,1
"11504",5,2006,25.3,2
"11505",6,2006,25.3,2
"11506",10,2006,25.3,4
"11507",11,2006,25.3,1
"11508",12,2006,25.3,1
"11509",5,2007,25.3,2
"11510",7,2007,25.3,1
"11511",10,2008,25.3,2
"11512",1,2009,25.3,2
"11513",3,2009,25.3,2
"11514",7,2009,25.3,2
"11515",1,2010,25.3,3
"11516",3,2010,25.3,1
"11517",4,2010,25.3,2
"11518",5,2010,25.3,2
"11519",7,2010,25.3,1
"11520",12,2010,25.3,1
"11521",2,2011,25.3,1
"11522",8,2011,25.3,1
"11523",10,2011,25.3,1
"11524",11,2011,25.3,2
"11525",1,2012,25.3,1
"11526",4,2012,25.3,2
"11527",10,2012,25.3,1
"11528",11,2012,25.3,1
"11529",2,2013,25.3,1
"11530",3,2013,25.3,1
"11531",6,2013,25.3,1
"11532",11,2013,25.3,2
"11533",12,2013,25.3,2
"11534",1,2014,25.3,1
"11535",4,2014,25.3,1
"11536",5,2014,25.3,1
"11537",6,2014,25.3,1
"11538",9,2014,25.3,1
"11539",10,2014,25.3,1
"11540",12,2014,25.3,2
"11541",1,2015,25.3,1
"11542",3,2015,25.3,2
"11543",10,2015,25.3,2
"11544",11,2015,25.3,2
"11545",2,2016,25.3,2
"11546",3,2016,25.3,3
"11547",6,2016,25.3,2
"11548",11,2016,25.3,3
"11549",8,1996,25.4,1
"11550",1,1997,25.4,1
"11551",2,1997,25.4,1
"11552",4,1997,25.4,1
"11553",6,1997,25.4,1
"11554",7,1997,25.4,1
"11555",10,1997,25.4,1
"11556",5,1998,25.4,1
"11557",11,1998,25.4,1
"11558",2,1999,25.4,1
"11559",5,1999,25.4,1
"11560",10,1999,25.4,1
"11561",1,2000,25.4,2
"11562",11,2000,25.4,1
"11563",10,2001,25.4,1
"11564",6,2002,25.4,1
"11565",9,2002,25.4,1
"11566",10,2002,25.4,1
"11567",11,2002,25.4,1
"11568",12,2002,25.4,2
"11569",2,2003,25.4,1
"11570",5,2003,25.4,6
"11571",6,2003,25.4,1
"11572",8,2003,25.4,1
"11573",10,2003,25.4,2
"11574",1,2004,25.4,1
"11575",3,2004,25.4,3
"11576",1,2005,25.4,1
"11577",2,2005,25.4,6
"11578",3,2005,25.4,1
"11579",4,2005,25.4,1
"11580",6,2005,25.4,4
"11581",7,2005,25.4,3
"11582",8,2005,25.4,1
"11583",10,2005,25.4,2
"11584",1,2006,25.4,1
"11585",2,2006,25.4,2
"11586",4,2006,25.4,4
"11587",8,2006,25.4,1
"11588",10,2006,25.4,1
"11589",11,2006,25.4,1
"11590",12,2006,25.4,2
"11591",3,2007,25.4,1
"11592",9,2008,25.4,2
"11593",10,2008,25.4,2
"11594",11,2008,25.4,1
"11595",2,2009,25.4,2
"11596",3,2009,25.4,1
"11597",1,2010,25.4,2
"11598",2,2010,25.4,1
"11599",4,2010,25.4,1
"11600",5,2010,25.4,6
"11601",7,2010,25.4,2
"11602",9,2010,25.4,1
"11603",10,2010,25.4,4
"11604",1,2011,25.4,4
"11605",2,2011,25.4,3
"11606",8,2011,25.4,1
"11607",9,2011,25.4,3
"11608",10,2011,25.4,1
"11609",1,2012,25.4,2
"11610",4,2012,25.4,1
"11611",6,2012,25.4,1
"11612",8,2012,25.4,2
"11613",4,2013,25.4,1
"11614",8,2013,25.4,2
"11615",10,2013,25.4,1
"11616",11,2013,25.4,1
"11617",12,2013,25.4,3
"11618",1,2014,25.4,1
"11619",2,2014,25.4,3
"11620",4,2014,25.4,1
"11621",6,2014,25.4,2
"11622",8,2014,25.4,1
"11623",9,2014,25.4,3
"11624",12,2014,25.4,1
"11625",4,2015,25.4,2
"11626",8,2015,25.4,3
"11627",10,2015,25.4,2
"11628",11,2015,25.4,1
"11629",12,2015,25.4,1
"11630",1,2016,25.4,1
"11631",2,2016,25.4,1
"11632",3,2016,25.4,1
"11633",8,2016,25.4,2
"11634",9,2016,25.4,1
"11635",11,2016,25.4,1
"11636",9,1996,25.5,1
"11637",7,1997,25.5,1
"11638",8,1997,25.5,1
"11639",9,1998,25.5,1
"11640",11,1998,25.5,1
"11641",1,1999,25.5,1
"11642",4,1999,25.5,1
"11643",8,1999,25.5,1
"11644",3,2000,25.5,1
"11645",11,2000,25.5,2
"11646",2,2001,25.5,1
"11647",5,2001,25.5,1
"11648",7,2001,25.5,2
"11649",10,2001,25.5,1
"11650",1,2002,25.5,1
"11651",2,2002,25.5,2
"11652",4,2002,25.5,1
