"","Reference","Depth","Beg_end","Temperature","Conductivity","pH","Salinity","DissolvedO2","Flag"
"27170","CKM2012110302",0.2,"B",19.5,43.1,8.1,27.7,8.5,NA
"27171","CKM2012110302",1,"B",19.5,42.9,8.1,27.7,8.6,NA
"27172","CKM2012110302",2,"B",19.1,46.5,8,30.3,8.6,NA
"27173","CKM2012110302",3,"B",18.8,48.5,8,31.8,8.4,NA
"27174","CKM2012110302",3.3,"B",18.8,48.6,8,31.8,8.2,NA
"27175","CKM2012110303",0.2,"B",18.5,50.2,8,33.1,8.1,NA
"27176","CKM2012110303",1,"B",18.5,50.4,8,33.1,8.3,NA
"27177","CKM2012110303",2,"B",18.5,50.3,8,33.1,8.4,NA
"27178","CKM2012110303",3,"B",18.4,50.3,8,33.1,8.5,NA
"27179","CKM2012110303",4,"B",18.4,50.4,8,33.1,8.4,NA
"27180","CKM2012110303",4.2,"B",18.4,50.4,8,33.1,8.4,NA
"27181","CKM2012110304",0.2,"B",20.7,34.8,8.1,21.8,8.3,NA
"27182","CKM2012110304",1,"B",19.7,47.2,8.1,26.1,8.9,NA
"27183","CKM2012110304",1.7,"B",19.1,48.1,8,31.4,9,NA
"27184","CKM2012110305",0.2,"B",20.9,36.3,8.1,23,10,NA
"27185","CKM2012110305",0.4,"B",20.9,36.3,8.1,23,10,NA
"27186","CKM2012110306",0.2,"B",21.9,14,8.3,7,9.1,NA
"27187","CKM2012110306",0.6,"B",20.3,42.4,7.8,27.4,7.6,NA
"27188","CKM2012110307",0.2,"B",21.1,0.9,8.5,0.4,8.3,NA
"27189","CKM2012110308",0.2,"B",23.2,1.1,8.2,0.5,10.6,NA
"27190","CKM2012110401",0.2,"B",20.5,14.3,7.5,7.7,13.4,NA
"27191","CKM2012110401",1,"B",20.6,15.9,7.7,9.3,7.4,NA
"27192","CKM2012110401",1.8,"B",20.6,16,7.7,9.4,7.5,NA
"27193","CKM2012110402",0.2,"B",20.3,19.4,7.8,11.6,9,NA
"27194","CKM2012110402",1,"B",20.2,23.3,7.7,14.1,8.4,NA
"27195","CKM2012110402",2,"B",20.1,26,7.7,15.8,8.3,NA
"27196","CKM2012110402",2.8,"B",20,26.2,7.7,16.1,8.3,NA
"27197","CKM2012110403",0.2,"B",20.4,17.6,7.8,10.5,9.1,NA
"27198","CKM2012110403",1,"B",20.3,21.8,7.7,13.1,9.1,NA
"27199","CKM2012110403",2,"B",20.2,24,7.7,14.7,9,NA
"27200","CKM2012110403",3,"B",20.1,24.1,7.6,14.8,8.9,NA
"27201","CKM2012110404",0.2,"B",20.4,5,8.1,2.7,10,NA
"27202","CKM2012110404",0.8,"B",20.5,5,8.1,2.7,9.6,NA
"27203","CKM2012110405",0.2,"B",19.9,3.3,8.2,1.8,9.7,NA
"27204","CKM2012110405",0.8,"B",19.9,3.3,8.1,1.7,8.7,NA
"27205","CKM2012110406",0.2,"B",20.5,0.4,8.5,0.2,7.2,NA
"27206","CKM2012110406",0.6,"B",20.5,0.4,8.4,0.2,7.1,NA
"27207","CKM2012110407",0.2,"B",20.4,4.4,7.7,2.3,9.1,NA
"27208","CKM2012110407",1,"B",20.4,4.4,7.7,2.4,8.6,NA
"27209","CKM2012110408",0.2,"B",20.4,7.4,7.7,4.1,9.6,NA
"27210","CKM2012110408",0.5,"B",20.2,9.2,7.6,5.2,9,NA
"27211","CKM2012110409",0.2,"B",20.5,1.3,8.2,0.6,7.8,NA
"27212","CKM2012110409",1,"B",20.5,1.3,8.1,0.7,7.7,NA
"27213","CKM2012110409",1.6,"B",20.5,1.7,7.9,0.9,7.5,NA
"27214","CKM2012110410",0.2,"B",20.6,0.4,8.2,0.2,7.3,NA
"27215","CKM2012110410",1,"B",20.6,0.4,8.1,0.2,7.3,NA
"27216","CKM2012110410",2,"B",20.6,0.4,8,0.2,7.3,NA
"27217","CKM2012110410",3,"B",20.6,0.4,8,0.2,7.3,NA
"27218","CKM2012110410",4,"B",20.6,0.4,7.9,0.2,7.3,NA
"27219","CKM2012110410",5,"B",20.6,0.4,7.9,0.2,7.3,NA
"27220","CKM2012110410",5.9,"B",20.6,0.4,7.9,0.2,7.3,NA
"27221","CKM2012110501",0.2,"B",16.8,41,7.5,26.3,8.7,NA
"27222","CKM2012110501",0.4,"B",16.8,41,7.6,26.3,8.4,NA
"27223","CKM2012110502",0.2,"B",18.7,39.5,7.9,25.3,8.8,NA
"27224","CKM2012110502",1,"B",18.7,39.5,8,25.2,8.3,NA
"27225","CKM2012110503",0.2,"B",18.9,39.8,7.9,25.5,8.3,NA
"27226","CKM2012110504",0.2,"B",18.3,38.4,8,24.5,9.2,NA
"27227","CKM2012110504",0.4,"B",18.3,38.4,8,24.5,8.4,NA
"27228","CKM2012110505",0.2,"B",19,42.8,8,27.6,9.4,NA
"27229","CKM2012110505",1,"B",19,42.8,8,27.6,8.7,NA
"27230","CKM2012110506",0.2,"B",18.7,42.2,8,27.1,9,NA
"27231","CKM2012110507",0.2,"B",19.4,45.5,8.1,29.6,9.3,NA
"27232","CKM2012110507",0.4,"B",19.4,45.5,8.1,29.6,9.2,NA
"27233","CKM2012110508",0.2,"B",19.1,44.7,8.1,28.9,8.6,NA
"27234","CKM2012110508",1,"B",19.1,44.8,8.1,29,8.6,NA
"27235","CKM2012110601",0.2,"B",17.5,27.3,7.7,16.8,10.4,NA
"27236","CKM2012110601",0.5,"B",17.5,27.3,7.7,16.8,10,NA
"27237","CKM2012110602",0.2,"B",16.7,24.4,7.9,14.8,11.3,NA
"27238","CKM2012110602",0.8,"B",18.2,27.5,7.9,16.9,9.9,NA
"27239","CKM2012110603",0.2,"B",16.1,16.3,7.9,9.6,10.6,NA
"27240","CKM2012110604",0.2,"B",17.8,19.8,7.8,11.8,10.6,NA
"27241","CKM2012110604",0.5,"B",17.8,19.7,7.8,11.8,10.3,NA
"27242","CKM2012110605",0.2,"B",18.5,27.2,7.8,16.7,9.9,NA
"27243","CKM2012110605",0.8,"B",18.8,29.6,7.8,18.4,9.4,NA
"27244","CKM2012110606",0.2,"B",18.4,4.2,8.3,2.2,11.6,NA
"27245","CKM2012110606",0.5,"B",18.4,4.2,8.3,2.3,11.3,NA
"27246","CKM2012110607",0.2,"B",19.1,35,7.8,22,10.3,NA
"27247","CKM2012110607",0.7,"B",19,41,7.8,26.3,9.6,NA
"27248","CKM2012110608",0.2,"B",18.9,41.6,8,26.8,10.1,NA
"27249","CKM2012110608",0.5,"B",19.2,41.9,8,26.9,9.9,NA
"27250","CKM2012110609",0.2,"B",18.1,20.1,8.1,12.1,10.4,NA
"27251","CKM2012110609",0.9,"B",18.4,38.5,7.9,24.6,9.3,NA
"27252","CKM2012110701",0.2,"B",15.6,32.8,7.7,20.6,11,NA
"27253","CKM2012110701",1,"B",15.8,33.2,7.8,20.9,10.7,NA
"27254","CKM2012110702",0.2,"B",15.7,33,8,20.7,10.7,NA
"27255","CKM2012110702",0.8,"B",15.7,33,7.9,20.7,10.7,NA
"27256","CKM2012110703",0.2,"B",16,33,8.1,20.7,11.1,NA
"27257","CKM2012110703",0.8,"B",16,33.4,8.1,21,10.9,NA
"27258","CKM2012110704",0.2,"B",16.5,29.8,8,18.5,10.1,NA
"27259","CKM2012110704",0.4,"B",16.5,29.9,8,18.5,10.1,NA
"27260","CKM2012110705",0.2,"B",17.2,29.9,8,18.6,10.3,NA
"27261","CKM2012110705",0.6,"B",17.2,29.9,8,18.6,10.2,NA
"27262","CKM2012110706",0.2,"B",17.5,31,8,19.4,10.7,NA
"27263","CKM2012110706",1,"B",17.8,34.7,7.9,22,10.3,NA
"27264","CKM2012110707",0.2,"B",17.4,29.5,8,18.2,10.8,NA
"27265","CKM2012110707",0.5,"B",17.5,34.7,8,18.6,10.2,NA
"27266","CKM2012110801",0.2,"B",19.4,38.7,8,24.7,8.8,NA
"27267","CKM2012110801",0.4,"B",19.4,38.7,8,24.7,9.2,NA
"27268","CKM2012110802",0.2,"B",19.7,37.2,8,25,9.6,NA
"27269","CKM2012110802",0.4,"B",19.6,39.3,8,25.1,9.5,NA
"27270","CKM2012110803",0.2,"B",18.8,49.4,7.9,32.4,9.4,NA
"27271","CKM2012110803",1,"B",18.8,49.4,8,32.4,9.2,NA
"27272","CKM2012110803",2,"B",18.8,49.4,7.9,32.4,9,NA
"27273","CKM2012110803",3,"B",18.7,49.4,7.9,32.4,9,NA
"27274","CKM2012110803",4,"B",18.7,49.4,7.9,32.4,8.9,NA
"27275","CKM2012110803",4.5,"B",18.7,49.4,7.9,32.4,8.8,NA
"27276","CKM2012110804",0.2,"B",20,43.5,7.9,28.1,8.5,NA
"27277","CKM2012110804",0.8,"B",20,43.6,7.9,28.1,8.4,NA
"27278","CKM2012110805",0.2,"B",19.9,42.3,7.9,27.3,9.8,NA
"27279","CKM2012110805",1,"B",19.9,42.4,7.9,27.3,9.6,NA
"27280","CKM2012110805",1.3,"B",19.9,42.4,7.9,27.3,9.5,NA
"27281","CKM2012110806",0.2,"B",20.4,41,7.7,26.3,8.1,NA
"27282","CKM2012110806",0.8,"B",20.4,41,7.7,26.3,8.1,NA
"27283","CKM2012110807",0.2,"B",20.4,35.1,7.8,22.1,9.2,NA
"27284","CKM2012110807",1,"B",20.3,34.9,7.8,22,9.1,NA
"27285","CKM2012110808",0.2,"B",20.4,22.2,8,19,6.8,NA
"27286","CKM2012110808",1,"B",20.2,39.3,7.9,25.1,9.3,NA
"27287","CKM2012120101",0.2,"B",18.7,46.3,8,30.1,6,NA
"27288","CKM2012120101",1,"B",18.7,46.3,8,30.1,6,NA
"27289","CKM2012120101",1.8,"B",18.7,46.3,8,30.1,5.9,NA
"27290","CKM2012120102",0.2,"B",18.7,46.2,8,30.1,5.5,NA
"27291","CKM2012120102",1,"B",18.7,46.3,8,30.1,5.6,NA
"27292","CKM2012120102",1.9,"B",18.7,46.3,8,30.1,5.6,NA
"27293","CKM2012120103",0.2,"B",18.5,48.5,8,31.7,6,NA
"27294","CKM2012120103",0.6,"B",18.5,48.5,8,31.7,6.2,NA
"27295","CKM2012120104",0.2,"B",18.8,48.8,8.1,31.9,6,NA
"27296","CKM2012120104",0.7,"B",18.8,48.8,8.1,31.9,6.1,NA
"27297","CKM2012120105",0.2,"B",18,49.1,8,32.1,5.3,NA
"27298","CKM2012120105",1,"B",18,49.1,8,32.1,5.3,NA
"27299","CKM2012120105",2,"B",18,49.1,8,32.1,5.4,NA
"27300","CKM2012120105",3,"B",18,49.1,8,32.1,5.4,NA
"27301","CKM2012120105",3.7,"B",18,49.1,8,32.1,5.4,NA
"27302","CKM2012120106",0.2,"B",18.3,51.5,8,33.9,4.8,NA
"27303","CKM2012120106",1,"B",18.3,51.5,8,33.9,5.1,NA
"27304","CKM2012120106",2,"B",18.2,51.8,8.1,34.1,5.3,NA
"27305","CKM2012120106",3,"B",18.1,51.9,8.1,34.2,5.3,NA
"27306","CKM2012120106",4,"B",18.1,51.9,8.1,34.2,5.3,NA
"27307","CKM2012120106",5,"B",18.1,51.9,8.1,34.2,5.4,NA
"27308","CKM2012120106",5.5,"B",18,51.9,8.1,34.2,5.4,NA
"27309","CKM2012120107",0.2,"B",19.1,49.8,8,32.7,5.2,NA
"27310","CKM2012120107",1,"B",18.5,49.8,8.1,32.7,5.3,NA
"27311","CKM2012120107",2,"B",18.1,49.9,8.1,32.7,5.4,NA
"27312","CKM2012120107",3,"B",18,50.1,8.1,32.9,5.4,NA
"27313","CKM2012120107",4,"B",17.9,50.3,8.1,33,5.4,NA
"27314","CKM2012120107",4.6,"B",17.8,50.3,8.1,33,5.4,NA
"27315","CKM2012120108",0.2,"B",20.4,44.9,8,29.1,5.7,NA
"27316","CKM2012120108",0.5,"B",20.3,44.9,8.1,29.1,5.8,NA
"27317","CKM2012120109",0.2,"B",20,44.8,8,29,5.3,NA
"27318","CKM2012120109",1,"B",20,44.8,8,29,5.4,NA
"27319","CKM2012120109",1.7,"B",19.8,45,8,29.2,5.6,NA
"27320","CKM2012120201",0.2,"B",18.9,42.6,8.1,27.5,5.4,NA
"27321","CKM2012120201",1,"B",18.8,42.9,8.1,27.7,6.1,NA
"27322","CKM2012120201",2,"B",18.2,47.1,8.1,30.6,6.3,NA
"27323","CKM2012120202",0.2,"B",18.1,33.2,8.1,20.7,5.5,NA
"27324","CKM2012120202",1,"B",18.1,42.9,8,27.9,6.2,NA
"27325","CKM2012120202",2,"B",17.7,49.3,8,32.3,6.4,NA
"27326","CKM2012120202",3,"B",17.6,49.4,8,32.4,6.1,NA
"27327","CKM2012120202",3.2,"B",17.6,49.4,8,32.4,6,NA
"27328","CKM2012120203",0.2,"B",18.8,43.4,8.2,28.1,7.2,NA
"27329","CKM2012120203",0.4,"B",18.7,43.4,8.2,28.1,7.2,NA
"27330","CKM2012120204",0.2,"B",19.2,32.8,8.1,20.4,6,NA
"27331","CKM2012120204",1,"B",18.4,44.1,8,28.5,6.2,NA
"27332","CKM2012120204",2,"B",17.6,49.3,8,32.4,6.3,NA
"27333","CKM2012120204",2.6,"B",17.6,49.6,8,32.5,6.2,NA
"27334","CKM2012120205",0.2,"B",18.9,46.5,8,30.2,5.4,NA
"27335","CKM2012120205",1,"B",18.7,46.5,8.1,30.2,5.9,NA
"27336","CKM2012120205",2,"B",17.9,49.2,8,32.4,6.2,NA
"27337","CKM2012120205",3,"B",17.6,51.1,8,33.6,5.8,NA
"27338","CKM2012120205",4,"B",17.6,51.2,8,33.7,5.7,NA
"27339","CKM2012120205",4.3,"B",17.6,51.2,8,33.7,5.7,NA
"27340","CKM2012120206",0.2,"B",19.4,35.3,8.1,22.3,6.8,NA
"27341","CKM2012120206",0.7,"B",19.4,35.3,8.1,22.3,6.8,NA
"27342","CKM2012120207",0.2,"B",19.2,31.2,8.2,19.5,7.3,NA
"27343","CKM2012120207",0.7,"B",18.8,46.4,8.1,30.2,7.3,NA
"27344","CKM2012120208",0.2,"B",20.5,1,8.9,0.5,6.5,NA
"27345","CKM2012120208",0.3,"B",20.4,1,8.8,0.5,6.7,NA
"27346","CKM2012120301",0.2,"B",19.6,15.6,8,9.2,5.8,NA
"27347","CKM2012120301",0.7,"B",19.4,35,7.8,22.2,5.7,NA
"27348","CKM2012120302",0.2,"B",19.8,43,8,27.7,5.6,NA
"27349","CKM2012120302",0.6,"B",19.8,43,8,27.7,5.7,NA
"27350","CKM2012120303",0.2,"B",19.6,44,7.8,28.4,4.9,NA
"27351","CKM2012120303",0.3,"B",19.6,44,7.8,28.4,4.9,NA
"27352","CKM2012120304",0.2,"B",19.5,40.8,7.7,26.2,4.5,NA
"27353","CKM2012120304",1,"B",19.4,40.9,7.7,26.2,4.5,NA
"27354","CKM2012120304",1.6,"B",19.3,40.9,7.7,26.2,4.5,NA
"27355","CKM2012120305",0.2,"B",20,37.8,7.8,24,5.7,NA
"27356","CKM2012120306",0.2,"B",19.9,23,7.9,13.9,5.7,NA
"27357","CKM2012120307",0.2,"B",20.3,14.8,8,8.6,5.8,NA
"27358","CKM2012120307",0.3,"B",20.3,18.4,7.9,10.9,5.9,NA
"27359","CKM2012120308",0.2,"B",21.6,7.8,8.2,4.3,7.3,NA
"27360","CKM2012120401",0.2,"B",19.1,30.6,8.5,19.1,9.8,NA
"27361","CKM2012120401",0.9,"B",19.2,30.7,8.4,19.1,9.7,NA
"27362","CKM2012120402",0.2,"B",19.2,30.6,8.1,19.1,10.4,NA
"27363","CKM2012120402",0.4,"B",19.2,31.6,8.1,19.8,10.3,NA
"27364","CKM2012120403",0.2,"B",20.4,40.3,7.9,25.8,8.1,NA
"27365","CKM2012120403",0.6,"B",20.6,41,7.8,26.3,8.1,NA
"27366","CKM2012120404",0.2,"B",21,41,7.9,26.3,9,NA
"27367","CKM2012120404",0.3,"B",21,41,7.9,26.3,9,NA
"27368","CKM2012120405",0.2,"B",20.9,40.9,7.9,26.2,9,NA
"27369","CKM2012120406",2,"B",20.9,37.5,7.9,23.8,8.6,NA
"27370","CKM2012120407",0.2,"B",20.4,27.1,7.9,16.7,9.3,NA
"27371","CKM2012120407",0.9,"B",20.3,30.5,7.8,19,9,NA
"27372","CKM2012120408",0.2,"B",20.6,12.4,8.2,7.1,9.4,NA
"27373","CKM2012120501",0.2,"B",19.9,2.7,8.4,1.4,5.5,NA
"27374","CKM2012120501",1,"B",19.9,2.9,8.3,1.6,5.7,NA
"27375","CKM2012120501",2,"B",19.9,3.1,8.2,1.6,5.8,NA
"27376","CKM2012120501",3,"B",19.9,3.3,8.1,1.7,5.8,NA
"27377","CKM2012120501",3.8,"B",20,3.4,8.1,1.8,5.9,NA
"27378","CKM2012120502",0.2,"B",19.7,10.3,7.9,5.9,6,NA
"27379","CKM2012120502",1,"B",19.7,11.1,7.9,6.3,5.9,NA
"27380","CKM2012120502",1.8,"B",19.4,36.2,7.5,23,4.3,NA
"27381","CKM2012120503",0.2,"B",19.5,14.2,8.1,8.2,6.7,NA
"27382","CKM2012120503",1,"B",19.3,30.1,7.8,18.8,6.3,NA
"27383","CKM2012120503",2,"B",19.3,31.5,7.8,19.7,6.3,NA
"27384","CKM2012120503",3,"B",19.3,32.9,7.8,20.6,6.1,NA
"27385","CKM2012120504",0.2,"B",20,3,8.5,1.6,5.7,NA
"27386","CKM2012120504",0.5,"B",20,3,8.4,1.6,5.7,NA
"27387","CKM2012120505",0.2,"B",19.7,0.9,8.6,0.5,5.7,NA
"27388","CKM2012120505",0.5,"B",19.7,0.9,8.5,0.5,5.9,NA
"27389","CKM2012120506",0.2,"B",20.1,0.4,8.5,0.2,7.3,NA
"27390","CKM2012120506",0.5,"B",20.1,0.5,8.5,0.2,7.4,NA
"27391","CKM2012120507",0.2,"B",20.1,2.7,8,1.4,7,NA
"27392","CKM2012120507",1,"B",20.1,3.1,7.9,1.6,7,NA
"27393","CKM2012120507",2,"B",20.1,3.4,7.9,1.9,7,NA
"27394","CKM2012120507",3,"B",20.1,5,7.7,2.9,6.8,NA
"27395","CKM2012120507",3.8,"B",20.1,6,7.7,3,6.8,NA
"27396","CKM2012120508",0.2,"B",20.2,0.4,8.6,0.2,8,NA
"27397","CKM2012120508",1,"B",20.2,0.4,8.5,0.2,8,NA
"27398","CKM2012120508",2,"B",20.2,0.4,8.4,0.2,8,NA
"27399","CKM2012120508",3,"B",20.2,0.4,8.4,0.2,8.1,NA
"27400","CKM2012120508",4,"B",20.2,0.4,8.3,0.2,8.1,NA
"27401","CKM2012120508",5,"B",20.2,0.4,8.3,0.2,8.1,NA
"27402","CKM2012120601",0.2,"B",19,45.3,7.8,29.4,7,NA
"27403","CKM2012120601",0.5,"B",19,45.3,7.7,29.4,6.8,NA
"27404","CKM2012120602",0.2,"B",19.5,45.2,7.7,29.3,7.2,NA
"27405","CKM2012120602",1,"B",19.5,45.2,7.7,29.3,7.2,NA
"27406","CKM2012120603",0.2,"B",19.7,44.6,7.6,28.9,6.4,NA
"27407","CKM2012120603",0.5,"B",19.7,44.6,7.6,28.9,6.2,NA
"27408","CKM2012120604",0.2,"B",19.5,45.3,7.6,29.4,6.5,NA
"27409","CKM2012120605",0.2,"B",19.7,45.3,7.6,29.4,6.2,NA
"27410","CKM2012120606",0.2,"B",19.3,45.3,7.6,29.4,6.5,NA
"27411","CKM2012120606",0.5,"B",19.3,45.3,7.6,29.4,6.3,NA
"27412","CKM2012120607",0.2,"B",20,45.5,7.6,29.5,6.9,NA
"27413","CKM2012120607",0.7,"B",20,45.5,7.6,29.5,6.9,NA
"27414","CKM2012120608",0.2,"B",19.4,48.5,7.9,31.7,8.2,NA
"27415","CKM2012120608",1,"B",19.4,48.5,7.9,31.7,8,NA
"27416","CKM2012120608",2,"B",19.4,48.5,7.9,31.7,8,NA
"27417","CKM2012120609",0.2,"B",19.7,45.8,7.8,29.7,7,NA
"27418","CKM2012120609",0.4,"B",19.7,45.8,7.7,29.7,6.9,NA
"27419","CKM2012120701",0.2,"B",19.5,40.7,7.7,26.1,5.4,NA
"27420","CKM2012120701",0.5,"B",19.5,40.7,7.7,26.1,5.3,NA
"27421","CKM2012120702",0.2,"B",19.6,40.7,6.2,26.1,6.4,NA
"27422","CKM2012120702",0.7,"B",19.6,41,6,26.3,6,NA
"27423","CKM2012120703",0.2,"B",19.9,41.4,7.6,26.6,6.3,NA
"27424","CKM2012120703",1,"B",19.8,41.4,7.6,26.6,6.5,NA
"27425","CKM2012120703",1.4,"B",19.8,41.4,7.6,26.6,6.5,NA
"27426","CKM2012120704",0.2,"B",20.2,40.4,7.6,25.9,7.3,NA
"27427","CKM2012120704",1,"B",20.2,40.6,7.6,26,7.5,NA
"27428","CKM2012120705",0.2,"B",20.6,45.1,7.7,29.2,7.5,NA
"27429","CKM2012120705",1,"B",20.4,45.5,7.7,29.5,7.9,NA
"27430","CKM2012120706",0.2,"B",20.5,46,7.6,29.9,6.7,NA
"27431","CKM2012120706",1,"B",20.5,46,7.6,29.9,6.7,NA
"27432","CKM2012120707",0.2,"B",20.4,46,7.6,29.9,6.9,NA
"27433","CKM2012120707",0.8,"B",20.4,46.1,7.6,29.9,7,NA
"27434","CKM2012120708",0.2,"B",20.4,46,7.6,29.9,7,NA
"27435","CKM2012120708",1,"B",20.4,46.1,7.6,29.9,7.2,NA
"27436","CKM2012120801",0.2,"B",19.4,48.3,7.8,31.6,6,NA
"27437","CKM2012120801",0.7,"B",19.4,48.4,7.9,31.6,6.2,NA
"27438","CKM2012120802",0.2,"B",19.6,47.1,8,30.7,5.8,NA
"27439","CKM2012120802",0.8,"B",19.6,47.2,8,30.7,5.8,NA
"27440","CKM2012120803",0.2,"B",19.6,48.1,8,31.4,6,NA
"27441","CKM2012120803",0.8,"B",19.6,48.1,8,31.4,5.8,NA
"27442","CKM2012120804",0.2,"B",19.6,48.6,8,31.8,6,NA
"27443","CKM2012120804",1,"B",19.6,48.5,8,31.7,6,NA
"27444","CKM2012120805",0.2,"B",20,48.9,8,32,6,NA
"27445","CKM2012120805",0.7,"B",19.9,48.9,8,32,6.1,NA
"27446","CKM2012120806",0.2,"B",19.8,49.2,8,32.2,5.9,NA
"27447","CKM2012120806",0.7,"B",19.8,49.2,8,32.2,6,NA
"27448","CKM2012120807",0.2,"B",20.2,45.8,7.9,29.7,5.4,NA
"27449","CKM2012120807",1,"B",20.1,45.8,7.9,29.7,5.5,NA
"27450","CKM2012120807",1.4,"B",20.2,45.8,7.9,29.7,5.5,NA
"27451","CKM2012120808",0.2,"B",20.2,47.2,7.9,30.8,5.7,NA
"27452","CKM2012120808",1,"B",20,47.8,7.9,31.2,5.7,NA
"27453","CKM2012120808",1.3,"B",19.9,48,8,31.3,5.7,NA
"27454","CKM2013010101",0.2,"B",13.9,41.9,7.6,26.9,10.3,NA
"27455","CKM2013010101",0.3,"B",13.9,41.9,7.6,26.9,9.8,NA
"27456","CKM2013010102",0.2,"B",14.3,43.3,7.3,27.9,8.4,NA
"27457","CKM2013010102",0.4,"B",14.3,43.3,7.4,27.9,8.9,NA
"27458","CKM2013010103",0.2,"B",14.6,46.3,7.3,30,7.6,NA
"27459","CKM2013010103",0.3,"B",14.6,46.3,7.4,30,8.7,NA
"27460","CKM2013010104",0.2,"B",14.3,45,7.2,29.1,8.7,NA
"27461","CKM2013010104",1,"B",14.3,45.1,7.5,29.2,8.7,NA
"27462","CKM2013010104",2,"B",14.2,46,7.5,29.6,8.9,NA
"27463","CKM2013010104",3,"B",14.1,46.3,7.6,30,8.9,NA
"27464","CKM2013010105",0.2,"B",14.8,50.7,7.5,33.3,8.3,NA
"27465","CKM2013010105",1,"B",14.8,50.7,7.5,33.3,8.4,NA
"27466","CKM2013010105",2,"B",14.7,50.8,7.6,33.3,8.4,NA
"27467","CKM2013010105",3,"B",14.6,50.8,7.6,33.3,8.5,NA
"27468","CKM2013010105",4,"B",14.6,50.8,7.6,33.3,8.5,NA
"27469","CKM2013010105",5,"B",14.5,50.8,7.6,33.3,8.5,NA
"27470","CKM2013010105",5.6,"B",14.5,50.8,7.7,33.3,8.6,NA
"27471","CKM2013010106",0.2,"B",14.2,45.6,7.5,29.5,8.9,NA
"27472","CKM2013010106",1,"B",14.1,45.6,7.6,29.5,9.2,NA
"27473","CKM2013010106",2,"B",14,46.1,7.6,29.9,9.2,NA
"27474","CKM2013010106",2.6,"B",14,46.7,7.6,30.3,9,NA
"27475","CKM2013010107",0.2,"B",14.5,49.9,7.5,32.7,8.4,NA
"27476","CKM2013010107",1,"B",14.5,50,7.5,32.7,8.5,NA
"27477","CKM2013010107",2,"B",14.5,50,7.6,32.7,8.5,NA
"27478","CKM2013010107",3,"B",14.5,49.9,7.6,32.7,8.6,NA
"27479","CKM2013010107",4,"B",14.4,49.9,7.6,32.7,8.6,NA
"27480","CKM2013010107",4.7,"B",14.4,49.9,7.6,32.7,8.6,NA
"27481","CKM2013010108",0.2,"B",14.2,46.7,7.5,30.3,9.2,NA
"27482","CKM2013010108",1,"B",14.2,46.6,7.6,30.3,9.2,NA
"27483","CKM2013010108",2,"B",14.2,46.6,7.6,30.3,9.3,NA
"27484","CKM2013010108",3,"B",14.2,46.6,7.6,30.3,9.3,NA
"27485","CKM2013010201",0.2,"B",14.5,15.5,8.1,9.1,8.5,NA
"27486","CKM2013010202",0.2,"B",16.3,1.4,8.9,0.7,7.5,NA
"27487","CKM2013010202",1,"B",16.3,1.6,8.7,0.9,7.9,NA
"27488","CKM2013010202",2,"B",14.3,25.3,7.2,15.6,7.8,NA
"27489","CKM2013010202",3,"B",14,31.3,7.4,19.5,7.7,NA
"27490","CKM2013010202",3.3,"B",13.9,31.4,7.5,19.6,7.7,NA
"27491","CKM2013010203",0.2,"B",16.9,0.4,9.9,0.2,7.3,NA
"27492","CKM2013010203",1,"B",16.9,0.4,9.5,0.2,7.6,NA
"27493","CKM2013010203",2,"B",16.9,0.4,9.4,0.2,7.9,NA
"27494","CKM2013010203",2.8,"B",16.9,0.4,9.2,0.2,8.1,NA
"27495","CKM2013010204",0.2,"B",17.3,0.4,9.3,0.2,8,NA
"27496","CKM2013010204",1,"B",17.3,0.4,9.1,0.2,7.5,NA
"27497","CKM2013010204",2,"B",17.3,0.4,9,0.2,7.7,NA
"27498","CKM2013010204",3,"B",17.3,0.4,8.9,0.2,7.9,NA
"27499","CKM2013010204",4,"B",17.3,0.4,8.8,0.2,8,NA
"27500","CKM2013010204",5,"B",17.3,0.4,8.7,0.2,8.1,NA
"27501","CKM2013010204",5.7,"B",17.3,0.4,8.6,0.2,8.2,NA
"27502","CKM2013010205",0.2,"B",17.2,0.4,9.7,0.2,6.8,NA
"27503","CKM2013010205",1,"B",17.2,0.4,9.4,0.2,7.3,NA
"27504","CKM2013010205",2,"B",17.2,0.4,9.2,0.2,7.7,NA
"27505","CKM2013010205",3,"B",17.2,0.4,9,0.2,8,NA
"27506","CKM2013010205",4,"B",17.2,0.4,9,0.2,8.1,NA
"27507","CKM2013010205",5,"B",17.2,0.4,8.8,0.2,8.2,NA
"27508","CKM2013010205",6,"B",17.2,0.4,8.7,0.2,8.3,NA
"27509","CKM2013010205",7,"B",17.2,0.4,8.6,0.2,8.3,NA
"27510","CKM2013010205",7.2,"B",17.2,0.4,8.5,0.2,8.4,NA
"27511","CKM2013010206",0.2,"B",17.1,0.4,9.2,0.2,7.3,NA
"27512","CKM2013010206",1,"B",17,0.4,9,0.2,7.5,NA
"27513","CKM2013010206",2,"B",16.9,0.4,8.9,0.2,7.6,NA
"27514","CKM2013010206",3,"B",16.7,0.4,8.8,0.2,7.6,NA
"27515","CKM2013010206",3.1,"B",16.7,0.4,8.7,0.2,7.5,NA
"27516","CKM2013010207",0.2,"B",17.8,0.4,9.4,0.2,7.5,NA
"27517","CKM2013010208",0.2,"B",17.4,0.4,9.4,0.2,7.4,NA
"27518","CKM2013010208",0.3,"B",17.3,0.4,9.2,0.2,7.7,NA
