"X2015.3.Year","X2015.3.Month","X2015.3.Day","X2015.3.Lat","X2015.3.Lon","X2015.3.Depth","X2015.3.Bottom_temp","X2015.3.Bottom_sal","X2015.3.Bottom_DO","X2015.3.Surface_temp","X2015.3.Surface_sal","X2015.3.Surface_DO","X2015.3.pH","X2015.3.Data_source"
2015,3,1,29.36485,-83.201833,0.5,17,20.6,"9.6",17.1,20.6,9.8,8.2,"FWC"
2015,3,1,29.328216,-83.17755,0.2,16.5,8.9,"9.1",NA,NA,NA,8.1,"FWC"
2015,3,1,29.34085,-83.145733,0.6,18.1,3.9,"8",18.1,3.8,8.1,8.1,"FWC"
2015,3,1,29.319,-83.165716,0.7,16.3,7.7,"8.5",16.8,3.3,8.7,7.8,"FWC"
2015,3,1,29.315933,-83.162633,0.5,16.6,0.3,"8.3",16.8,0.3,8.5,8.5,"FWC"
2015,3,1,29.2934,-83.154033,1,17.1,0.1,"8.3",17.2,0.1,8.4,8.2,"FWC"
2015,3,1,29.287283,-83.133266,0.8,16.4,2.4,"8.3",16.5,2.2,8.3,7.4,"FWC"
2015,3,1,29.288333,-83.14445,0.8,15.6,12.2,"7.6",17.2,2.3,8.2,7.1,"FWC"
2015,3,2,29.23225,-83.065233,0.5,17.3,16,"8.7",17.3,16,8.7,7.8,"FWC"
2015,3,2,29.238683,-83.05495,0.5,18.7,13.8,"7.9",18.8,13.8,7.9,7.7,"FWC"
2015,3,2,29.2366,-83.0692,1,16.8,13.1,"9.1",16.8,13.1,9.1,7.8,"FWC"
2015,3,2,29.219716,-83.078083,1.4,15.9,27.5,"9.6",16.6,24.7,8.9,7.9,"FWC"
2015,3,2,29.21435,-83.083983,1,16.8,25.3,"10",17,25,9.6,7.9,"FWC"
2015,3,2,29.211883,-83.073816,1.1,17.5,24.5,"9.2",18.2,23.7,8.7,7.8,"FWC"
2015,3,2,29.200966,-83.06245,0.5,18.9,24.6,"9.8",19.2,24.4,9.4,7.9,"FWC"
2015,3,2,29.198733,-83.065966,0.4,20.5,24.1,"9.4",21.1,23.8,8.8,7.9,"FWC"
2015,3,2,29.18865,-83.073416,0.7,20,25.3,"10.6",20.3,25.1,10.3,8,"FWC"
2015,3,3,29.135316,-83.045533,0.3,19.3,26.7,"7.9",19.3,26.7,7.9,7.9,"FWC"
2015,3,3,29.13595,-83.056333,0.6,18.6,27.9,"8.3",18.7,27.5,8.4,7.9,"FWC"
