"X2017.10.Year","X2017.10.Month","X2017.10.Day","X2017.10.Lat","X2017.10.Lon","X2017.10.Depth","X2017.10.Bottom_temp","X2017.10.Bottom_sal","X2017.10.Bottom_DO","X2017.10.Surface_temp","X2017.10.Surface_sal","X2017.10.Surface_DO","X2017.10.pH","X2017.10.Data_source"
2017,10,16,29.243,-83.0945,0.4,27,24.9,"5",27,24.8,4.9,NA,"FDACS"
2017,10,16,29.36133333,-83.213,0.5,27.2,27.2,"6.5",27.2,27.2,6.5,NA,"FDACS"
2017,10,16,29.34333333,-83.192,0.5,27.2,27.3,"5.4",27.2,27.2,5.6,NA,"FDACS"
2017,10,16,29.31866667,-83.19866667,0.5,27.2,29.7,"9.6",27.3,24.5,5.9,NA,"FDACS"
2017,10,16,29.25666667,-83.1,0.5,27,24.7,"4.6",27,22.8,5.5,NA,"FDACS"
2017,10,16,29.249,-83.1705,0.5,27.1,28.9,"5.4",27.4,26.8,6.2,NA,"FDACS"
2017,10,16,29.25366667,-83.10166667,0.5,27.2,25.4,"4.4",26.8,17.6,5.4,NA,"FDACS"
2017,10,16,29.36566667,-83.2,0.5,27.1,26.5,"6.6",27.1,26.5,6.6,NA,"FDACS"
2017,10,16,29.34766667,-83.182,0.5,26.8,25.6,"5.4",26.7,19.5,5.1,NA,"FDACS"
2017,10,16,29.27,-83.14333333,0.5,26.8,25.7,"4.7",26.2,14.3,5.2,NA,"FDACS"
2017,10,16,29.34633333,-83.174,0.6,26.9,24.4,"5.6",26.9,16.9,5.8,NA,"FDACS"
2017,10,16,29.1665,-83.0315,0.6,26.9,25.6,"5.5",26.9,25.4,5.3,NA,"FDACS"
2017,10,16,29.362,-83.1815,0.6,26.9,25.6,"5.5",26.9,25.4,5.3,NA,"FDACS"
2017,10,16,29.3445,-83.19233333,0.6,26.9,27,"6",26.8,19.2,6.2,NA,"FDACS"
2017,10,16,29.32,-83.19166667,0.6,27.1,28.1,"5",27.3,26.2,5.6,NA,"FDACS"
2017,10,16,29.258,-83.11283333,0.6,27.2,25.6,"4.4",26.6,15.2,5.1,NA,"FDACS"
2017,10,16,29.23116667,-83.0855,0.6,27.4,26.8,"5.9",27.9,26.1,7.5,NA,"FDACS"
2017,10,16,29.2965,-83.19033333,0.6,27.3,30.2,"4.2",27.5,24,5.9,NA,"FDACS"
2017,10,16,29.3615,-83.18983333,0.6,27,26.4,"6.5",27,26.3,6.4,NA,"FDACS"
2017,10,16,29.2875,-83.1655,0.6,27.2,23.5,"4.8",26.9,15.7,5.6,NA,"FDACS"
2017,10,16,29.2245,-83.0795,0.6,27.7,27.2,"5.7",27.8,25.3,6.4,NA,"FDACS"
2017,10,16,29.2245,-83.07983333,0.6,27.7,27.2,"5.7",27.8,25.3,6.4,NA,"FDACS"
2017,10,16,29.23566667,-83.07616667,0.6,27.3,24,"5",27.6,23.8,5.6,NA,"FDACS"
2017,10,16,29.24033333,-83.16333333,0.7,27.2,30,"5.2",27.6,27.6,6.5,NA,"FDACS"
2017,10,16,29.34933333,-83.21066667,0.8,26.9,27.1,"5.5",27.5,25.4,6.1,NA,"FDACS"
2017,10,16,29.24483333,-83.074,0.8,27.2,23.5,"5.2",28.1,20.3,5.5,NA,"FDACS"
2017,10,16,29.23733333,-83.08233333,0.8,27.2,26.8,"5",27.7,23.6,5.9,NA,"FDACS"
2017,10,16,29.2635,-83.171,0.9,27,28.4,"5",27.3,27.1,5.7,NA,"FDACS"
2017,10,16,29.24816667,-83.15416667,0.9,27.2,29.1,"5.1",27.6,27.4,6.3,NA,"FDACS"
2017,10,16,29.23133333,-83.12866667,0.9,27.4,30.2,"6.4",27.4,30.1,6.5,NA,"FDACS"
2017,10,16,29.23066667,-83.07566667,0.9,27.3,27.1,"5.4",28,23.3,6,NA,"FDACS"
2017,10,16,29.238,-83.06933333,1,27.4,22.4,"5.5",28.3,20.1,6.3,NA,"FDACS"
2017,10,25,29.34933333,-83.21066667,NA,NA,NA,NA,NA,NA,NA,NA,"FDACS"
2017,10,25,29.36133333,-83.213,NA,NA,NA,NA,NA,NA,NA,NA,"FDACS"
2017,10,25,29.3445,-83.19233333,NA,NA,NA,NA,NA,NA,NA,NA,"FDACS"
2017,10,25,29.34333333,-83.192,NA,NA,NA,NA,NA,NA,NA,NA,"FDACS"
2017,10,25,29.32,-83.19166667,NA,NA,NA,NA,NA,NA,NA,NA,"FDACS"
2017,10,25,29.31866667,-83.19866667,NA,NA,NA,NA,NA,NA,NA,NA,"FDACS"
2017,10,25,29.2635,-83.171,NA,NA,NA,NA,NA,NA,NA,NA,"FDACS"
2017,10,25,29.24816667,-83.15416667,NA,NA,NA,NA,NA,NA,NA,NA,"FDACS"
2017,10,25,29.243,-83.0945,NA,NA,NA,NA,NA,NA,NA,NA,"FDACS"
2017,10,25,29.23116667,-83.0855,NA,NA,NA,NA,NA,NA,NA,NA,"FDACS"
2017,10,25,29.249,-83.1705,NA,NA,NA,NA,NA,NA,NA,NA,"FDACS"
2017,10,25,29.24033333,-83.16333333,NA,NA,NA,NA,NA,NA,NA,NA,"FDACS"
2017,10,25,29.2965,-83.19033333,NA,NA,NA,NA,NA,NA,NA,NA,"FDACS"
2017,10,25,29.36566667,-83.2,NA,NA,NA,NA,NA,NA,NA,NA,"FDACS"
2017,10,25,29.3615,-83.18983333,NA,NA,NA,NA,NA,NA,NA,NA,"FDACS"
2017,10,25,29.34766667,-83.182,NA,NA,NA,NA,NA,NA,NA,NA,"FDACS"
2017,10,25,29.23733333,-83.08233333,NA,NA,NA,NA,NA,NA,NA,NA,"FDACS"
2017,10,25,29.23133333,-83.12866667,NA,NA,NA,NA,NA,NA,NA,NA,"FDACS"
2017,10,25,29.2245,-83.0795,NA,NA,NA,NA,NA,NA,NA,NA,"FDACS"
2017,10,25,29.2245,-83.07983333,NA,NA,NA,NA,NA,NA,NA,NA,"FDACS"
2017,10,31,29.36566667,-83.2,0.3,16.4,26,"8.6",17,26,8.6,NA,"FDACS"
2017,10,31,29.34766667,-83.182,0.3,15.8,25.5,"8.8",16.5,25,8.8,NA,"FDACS"
2017,10,31,29.243,-83.0945,0.4,7.1,23.3,"7.6",17,19.8,9.8,NA,"FDACS"
2017,10,31,29.249,-83.1705,0.4,18.6,29,"7",17.6,23,9,NA,"FDACS"
2017,10,31,29.36133333,-83.213,0.5,16.7,26.8,"8.3",17,23.4,8.9,NA,"FDACS"
2017,10,31,29.3445,-83.19233333,0.5,16.1,25.7,"8.6",16.4,23.5,8.9,NA,"FDACS"
2017,10,31,29.34333333,-83.192,0.5,17.3,26.8,"7.8",16.5,21.3,9,NA,"FDACS"
2017,10,31,29.23116667,-83.0855,0.5,17.2,23.2,"8.1",16.8,17.6,8.9,NA,"FDACS"
2017,10,31,29.3615,-83.18983333,0.5,16,25.3,"8.8",16.7,24.9,8.9,NA,"FDACS"
2017,10,31,29.23733333,-83.08233333,0.5,17.1,21.1,"7.7",17.4,20.6,7.8,NA,"FDACS"
2017,10,31,29.2245,-83.0795,0.5,16.8,22.3,"8",15.5,9.8,8.9,NA,"FDACS"
2017,10,31,29.2245,-83.07983333,0.5,16.8,22.3,"8",15.5,9.8,8.9,NA,"FDACS"
2017,10,31,29.32,-83.19166667,0.6,17.3,26.8,"7.7",16.7,19.1,8.7,NA,"FDACS"
2017,10,31,29.24033333,-83.16333333,0.6,18.4,28.8,"7.8",17.5,23.9,9,NA,"FDACS"
2017,10,31,29.34933333,-83.21066667,0.7,17.5,27.6,"7.3",17.7,25.1,8.5,NA,"FDACS"
2017,10,31,29.24816667,-83.15416667,0.7,18.2,27.7,"7.9",16.8,16.4,9.6,NA,"FDACS"
2017,10,31,29.2635,-83.171,0.8,18.7,29.6,"6.9",16.5,12.4,9.4,NA,"FDACS"
2017,10,31,29.2965,-83.19033333,0.8,18.6,29.4,"7.1",18.6,27.9,7.6,NA,"FDACS"
2017,10,31,29.23133333,-83.12866667,0.8,18.1,26.5,"7.9",16.2,14.8,9.4,NA,"FDACS"
