"X2006.9.Year","X2006.9.Month","X2006.9.Day","X2006.9.Lat","X2006.9.Lon","X2006.9.Depth","X2006.9.Bottom_temp","X2006.9.Bottom_sal","X2006.9.Bottom_DO","X2006.9.Surface_temp","X2006.9.Surface_sal","X2006.9.Surface_DO","X2006.9.pH","X2006.9.Data_source"
2006,9,1,29.330833,-83.103667,1,28.2,0.2,"4.6",28.2,0.2,5,7.6,"FWC"
2006,9,1,29.326833,-83.102067,0.5,28.7,0.2,"5.3",28.7,0.2,5.5,7.8,"FWC"
2006,9,1,29.3248,-83.105117,0.2,28.8,0.2,"6",NA,NA,NA,7.9,"FWC"
2006,9,1,29.318833,-83.126417,3.1,28.8,0.3,"5.6",28.8,0.3,5.7,7.9,"FWC"
2006,9,1,29.32195,-83.129733,2.6,28.8,0.3,"5.5",28.8,0.3,6.2,7.9,"FWC"
2006,9,1,29.32225,-83.142567,4.4,28.9,0.4,"5.5",28.9,0.3,6,7.9,"FWC"
2006,9,1,29.3023,-83.158983,1.9,29.1,1.7,"5",29.1,1.6,5.2,7.9,"FWC"
2006,9,1,29.300233,-83.160733,1.6,29.1,1.9,"5",29.1,1.8,5.8,7.8,"FWC"
2006,9,1,29.307117,-83.1667,0.2,29.3,2.6,"4",NA,NA,NA,7.8,"FWC"
2006,9,1,29.30825,-83.155133,0.8,28.9,1,"5.5",28.9,1,5.7,7.9,"FWC"
2006,9,2,29.3652,-83.202383,0.7,30.2,17.5,"5.8",30.2,17.4,5.9,8.3,"FWC"
2006,9,2,29.3601,-83.188583,1.2,30.4,17.1,"6.2",30.5,16.6,6.6,8.3,"FWC"
2006,9,2,29.3585,-83.1847,0.8,30.6,16.5,"5.8",30.7,16.2,5.9,8.2,"FWC"
2006,9,2,29.348233,-83.175167,0.6,30.8,16,"5.6",30.9,15.9,5.7,8.2,"FWC"
2006,9,2,29.338967,-83.171483,1,31.4,17.7,"5.7",31.6,16.9,6.1,8.2,"FWC"
2006,9,2,29.291967,-83.154433,0.8,30.7,12.3,"5.8",30.7,10.8,6,8.2,"FWC"
2006,9,2,29.291883,-83.154133,0.6,30.8,11.7,"6.3",30.9,11.4,6.3,8.2,"FWC"
2006,9,2,29.2931,-83.15375,1.3,30.6,10.2,"4.9",30.6,10.2,4.9,7.9,"FWC"
2006,9,3,29.113717,-82.964567,1.8,27.6,24,"4.9",27.6,24,5.1,8.1,"FWC"
2006,9,3,29.07155,-83.0084,0.4,28,26.2,"5.1",28,26.2,5.1,8.2,"FWC"
2006,9,3,29.0476,-83.074433,4.6,28.3,27,"4.3",28.3,27,4.8,8.2,"FWC"
2006,9,3,29.053983,-83.079033,4.4,28.2,26.9,"4.3",28.3,26.8,5,8.2,"FWC"
2006,9,3,29.105667,-83.1537,4.9,28.8,29.4,"3.3",28.6,28,3.7,8.3,"FWC"
2006,9,3,29.134083,-83.127783,4,28.3,28.2,"2.9",28.5,27.8,3.4,8.3,"FWC"
2006,9,3,29.121167,-83.09295,0.4,29.3,26.6,"4.1",29.3,26.6,4.3,8.5,"FWC"
2006,9,3,29.101817,-83.060783,0.2,29,25.9,"5",NA,NA,NA,8.5,"FWC"
2006,9,3,29.117417,-83.0401,0.2,31.4,25.6,"5.4",NA,NA,NA,8.9,"FWC"
2006,9,4,29.326033,-83.202867,1.6,27.1,20.2,"3.9",27.4,18.6,4.2,8.1,"FWC"
2006,9,4,29.346583,-83.284017,2.2,27.2,24,"3.8",27.5,23.6,4.3,8.3,"FWC"
2006,9,4,29.270967,-83.237083,3.8,27.8,27.8,"3.2",27.9,25.1,4.3,8.3,"FWC"
2006,9,4,29.242567,-83.243967,4.1,27.6,27.2,"3.2",28,24.8,3.9,8.4,"FWC"
2006,9,4,29.222533,-83.196517,3.2,27.8,28.2,"3",28.2,27.4,4.2,8.3,"FWC"
2006,9,4,29.286883,-83.143067,0.4,29.8,9.6,"3.6",29.8,9.6,3.8,8,"FWC"
2006,9,4,29.292183,-83.1438,1.1,30.1,11,"3.4",30.1,11,3.4,8,"FWC"
2006,9,5,29.141033,-83.0167,1.9,28.4,23.1,"2.6",28.4,23.1,2.8,8.2,"FWC"
2006,9,5,29.150133,-83.016733,1.1,28.3,23.3,"2.8",28.3,23.2,3,8.2,"FWC"
2006,9,5,29.170883,-82.981,1.1,28.1,20.2,"2.7",28.1,20.2,3,8,"FWC"
2006,9,5,29.16915,-82.959767,1,28.3,20.2,"2.7",28.4,20.2,2.8,8.1,"FWC"
2006,9,5,29.160433,-83.023717,0.8,28.2,22.8,"2.8",28.3,22.8,3.1,7.8,"FWC"
2006,9,5,29.166767,-83.028667,1.1,28.4,21.8,"2.8",28.4,21.8,2.9,8.1,"FWC"
2006,9,5,29.171117,-83.039,0.9,28.9,22.5,"3.4",29,22.5,3.7,8.1,"FWC"
2006,9,5,29.158317,-83.0594,0.4,29.4,24.5,"3.6",29.4,24.5,3.8,8.3,"FWC"
2006,9,5,29.165167,-83.055383,0.6,29.6,23.5,"3.6",29.6,23.5,3.7,8.2,"FWC"
2006,9,6,29.25195,-83.071767,0.8,28.6,16,"4.7",28.7,16.1,4.8,7.6,"FWC"
2006,9,6,29.25195,-83.07365,1,28.9,16.2,"5.5",28.9,16.2,5.6,7.7,"FWC"
2006,9,6,29.26655,-83.095267,1.4,28.8,16.9,"4.3",28.8,13.4,5.1,7.7,"FWC"
2006,9,6,29.273783,-83.116267,1.1,29.1,20.2,"4.5",29.2,19.8,4.7,7.7,"FWC"
2006,9,6,29.279233,-83.124783,0.8,29.3,15.9,"4.8",29.4,15.7,5,7.6,"FWC"
2006,9,6,29.28575,-83.102883,0.9,29.3,14.1,"4.4",29.3,13.3,4.3,7.6,"FWC"
2006,9,7,29.126983,-83.033683,0.7,27.5,24,"5",27.5,24,5.4,7.9,"FWC"
2006,9,7,29.118467,-83.0259,0.5,27.3,24.3,"4.9",27.3,24.3,5.1,8,"FWC"
2006,9,7,29.126183,-83.070167,1.6,27.6,25.6,"5",27.7,25.6,5,8,"FWC"
2006,9,7,29.147483,-83.05695,1,27.3,23.6,"6.1",27.8,22.9,6.2,7.9,"FWC"
2006,9,7,29.2003,-83.080233,0.6,28.1,23.1,"6",28.1,23.1,6,7.9,"FWC"
2006,9,7,29.215367,-83.087467,1,28.3,22.8,"6.2",28.3,22.7,6.3,7.9,"FWC"
2006,9,7,29.22505,-83.0856,0.9,29.1,16.2,"7",29.1,12.9,6.9,8,"FWC"
2006,9,7,29.2327,-83.064183,1.3,25.5,17.6,"6.7",28.8,16.2,7,7.8,"FWC"
2006,9,7,29.241317,-83.07185,0.9,28.2,15.1,"5",28.9,13.2,6.2,7.4,"FWC"
2006,9,8,29.155283,-83.068667,0.5,24.9,21.5,"2.4",24.9,21.5,2.4,8.2,"FWC"
2006,9,8,29.1891,-83.082983,0.3,25.6,19.3,"3",25.5,19.3,3.1,8.4,"FWC"
2006,9,8,29.189483,-83.084033,0.3,24.8,18.9,"3.3",24.7,18.9,3.3,8.4,"FWC"
2006,9,8,29.190767,-83.086117,0.3,26.1,19,"2.9",26.1,19,3,8.4,"FWC"
2006,9,8,29.201867,-83.080583,0.7,25.2,19.8,"2.8",25.3,19.8,2.9,8.3,"FWC"
2006,9,8,29.200617,-83.065183,0.6,24.9,20.2,"2.8",24.9,20.1,3,8.1,"FWC"
2006,9,8,29.2215,-83.057467,0.8,24.4,20.4,"2.4",24.4,20.4,2.4,7.9,"FWC"
2006,9,8,29.146817,-83.07115,0.9,26.2,23.2,"2.8",26.3,23.1,2.8,8.2,"FWC"
2006,9,21,29.275,-83.16167,1.7,27.15,23.74,"8.68",NA,NA,NA,8.11,"Frazier"
2006,9,21,29.34167,-83.19167,1.9,27.04,25.43,"6.71",NA,NA,NA,8.02,"Frazier"
2006,9,21,29.30417,-83.176,2.2,25.67,13.23,"7.95",NA,NA,NA,7.93,"Frazier"
2006,9,21,29.24167,-83.14167,3.1,28.21,28.05,"7.33",NA,NA,NA,7.88,"Frazier"
2006,9,21,29.30833,-83.14667,3.5,26.88,15.86,"7.28",NA,NA,NA,7.88,"Frazier"
2006,9,21,29.20833,-83.19167,4.4,27.95,29.22,"7.19",NA,NA,NA,8.13,"Frazier"
2006,9,21,29.275,-83.225,4.7,27.33,28.1,"7.29",NA,NA,NA,8.07,"Frazier"
2006,9,21,29.24167,-83.20833,4.7,27.7,28.68,"7.09",NA,NA,NA,8.08,"Frazier"
2006,9,21,29.32723,-83.10382,4.9,27.17,0.24,"7.64",NA,NA,NA,7.99,"Frazier"
2006,9,21,29.30833,-83.24167,5,27.3,28.74,"7.08",NA,NA,NA,8.08,"Frazier"
